Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
2750500,271,1,13619,700,569,1589,5.77,13,98,42,65535,65527,0
2750575,271,1,13619,800,2370,16,654.38,36,65534,65504,65524,4,4
2750695,271,1,13619,900,2890,1218,650.00,65471,65496,57,17,65528,65518
2750786,271,1,13875,0,1687,120,2.93,25,128,65447,2,0,5
2750890,271,1,13875,100,1467,64257,5.75,60,65514,65486,65526,19,4
2750981,271,1,13875,200,991,1590,9.55,65480,19,51,1,65523,1
2751115,271,1,13875,300,2554,64032,652.95,65528,65525,65521,65533,65534,8
2751190,271,1,13875,400,3131,467,652.92,65522,65517,41,5,65520,65530
2751295,271,1,13875,500,1087,263,1.55,17,136,65454,65526,65534,8
2751400,271,1,13875,600,2023,65444,652.95,65535,65462,2,65526,7,7
2751505,271,1,13875,700,1017,65093,2.05,65508,12,96,9,65504,0
2751595,271,1,13875,800,2832,1609,641.39,15,46,65528,0,65533,6
2751701,271,1,13875,900,2197,1872,9.26,65534,65505,49,8,65528,65527
2751805,271,1,14131,0,831,2471,0.00,12,147,65464,65529,65524,8
2751925,271,1,14131,100,2445,64388,652.60,65478,65463,65486,65524,20,7
2752015,271,1,14131,200,1104,3611,9.70,65506,65522,69,7,65530,65530
2752120,271,1,14131,300,2802,1900,643.01,5,39,65513,65533,16,4
2752212,271,1,14131,400,1620,3704,8.21,65474,65470,51,15,7,65527
2752315,271,1,14131,500,958,1373,7.73,65522,122,65526,65528,65535,2
2752421,271,1,14131,600,2223,1154,2.74,2,65495,65480,65521,27,8
2752525,271,1,14131,700,1685,63518,7.01,65496,65525,83,8,65529,65528
2752585,271,1,14131,800,3110,63684,653.49,33,52,14,65527,10,12
2752736,271,1,14131,900,1650,4019,14.01,53,65503,79,5,65525,65531
2752825,271,1,14387,0,664,65251,3.98,2,115,65518,65528,1,9
2752932,271,1,14387,100,2752,2162,653.65,65503,65445,3,65524,6,9
2752990,271,1,14387,200,2159,64999,11.04,65509,17,78,7,65531,65531
2753141,271,1,14387,300,2214,1387,651.47,65533,55,65522,65531,19,13
2753336,271,1,14387,500,708,2709,5.08,65531,109,65501,65531,65530,12
2753545,271,1,14387,700,2041,63173,5.20,65528,65519,100,11,65532,65526
2753590,271,1,14387,800,2396,64850,652.98,35,77,65518,65530,23,12
2753710,271,1,14387,900,1761,64490,3.79,65498,65470,60,3,65527,65533
2753800,271,1,14643,0,65,214,10.22,18,95,65492,65532,9,7
2753951,271,1,14643,100,3483,65266,648.52,16,65505,65505,65523,65526,10
2753995,271,1,14643,200,2559,955,1.44,65494,65511,56,16,65518,65525
2754205,271,1,14643,400,1974,63849,650.09,12,65474,71,65528,10,6
2754325,271,1,14643,500,166,2660,13.75,65496,62,18,65535,65517,10
2754400,271,1,14643,600,2891,62251,649.19,10,65510,65483,65531,65530,2
2754520,271,1,14643,700,3056,65202,652.59,65497,65533,40,8,1,65526
2754597,271,1,14643,800,1980,573,654.39,63,131,65484,65524,9,11
2754805,271,1,14899,0,320,3825,23.40,65520,27,45,4,65522,4
2754925,271,1,14899,100,2167,596,653.72,65511,11,65453,2,3,3
2755000,271,1,14899,200,2348,2532,7.16,28,65478,58,15,65521,65526
2755120,271,1,14899,300,1130,238,5.62,38,100,65453,65531,4,6
2755211,271,1,14899,400,1494,64262,0.14,65504,65458,65501,65529,8,3
2755331,271,1,14899,500,941,1460,4.50,65448,65508,100,6,65529,0
2755406,271,1,14899,600,2698,785,651.27,44,42,65495,65532,7,3
2755526,271,1,14899,700,1327,64182,10.65,65535,65479,88,10,65530,65535
2755616,271,1,14899,800,496,2509,24.00,52,80,65444,1,65533,6
2755736,271,1,14899,900,3012,62013,654.66,65481,65474,65469,65529,10,7
