Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
3680511,271,257,4359,200,2400,64005,651.09,65535,65506,65504,5,6,2
3680617,271,257,4359,300,2211,64434,5.88,2,65491,23,2,65532,7
3680706,271,257,4359,400,2380,65388,654.79,0,65525,54,0,0,65535
3680813,271,257,4359,500,2026,1188,3.30,6,65501,65505,7,65535,65532
3680917,271,257,4359,600,2054,311,1.95,65505,25,19,1,0,0
3681022,271,257,4359,700,1977,63589,2.21,24,37,3,0,12,65528
3681126,271,257,4359,800,1823,1143,3.71,65517,43,65532,0,65534,0
3681216,271,257,4359,900,2061,65028,651.97,65522,23,42,0,1,0
3681321,271,257,4615,0,2043,65354,652.96,65524,65497,65516,5,65532,65535
3681426,271,257,4615,100,1653,938,2.85,65525,65525,65509,0,65533,6
3681533,271,257,4615,200,2394,64859,654.36,14,65480,3,5,10,65535
3681637,271,257,4615,300,1790,64208,5.24,65533,65512,42,2,65528,3
3681699,271,257,4615,400,2258,1589,653.91,0,0,2,65534,65535,65534
3681831,271,257,4615,500,2150,63697,1.66,21,65518,65521,6,3,65532
3681892,271,257,4615,600,1795,400,4.83,18,43,65535,0,0,0
3682042,271,257,4615,700,2196,64127,649.05,14,38,36,2,3,65527
3682101,271,257,4615,800,2140,64630,4.13,19,22,65521,65535,2,0
3682253,271,257,4615,900,2506,1540,649.87,65529,17,13,4,65530,65533
3682297,271,257,4871,0,1793,64858,0.99,65513,65508,65527,6,3,0
3682446,271,257,4871,100,1565,65126,652.74,65513,65530,65466,0,11,7
3682507,271,257,4871,200,2503,930,654.55,3,65503,65529,1,0,2
3682656,271,257,4871,300,1743,64877,2.68,65527,3,76,65535,65533,9
3682702,271,257,4871,400,2366,926,2.81,1,65522,65534,0,65531,65532
3682824,271,257,4871,500,2085,65272,654.65,65531,65534,17,5,65535,65534
3682912,271,257,4871,600,1927,65497,648.44,38,27,2,65535,1,0
3683062,271,257,4871,700,2406,221,5.85,1,4,26,4,1,65527
3683108,271,257,4871,800,1796,65229,653.71,65531,23,3,0,65535,1
3683227,271,257,4871,900,2258,64888,652.73,13,65534,65499,1,65533,0
3683302,271,257,5127,0,1796,791,3.74,65523,65525,65485,3,65531,6
3683422,271,257,5127,100,2153,64457,650.51,65512,65511,65532,65533,3,10
3683512,271,257,5127,200,2316,64260,655.23,65522,65483,32,3,4,65535
3683632,271,257,5127,300,1943,871,3.64,65500,65530,47,1,65530,3
3683707,271,257,5127,400,2113,65440,653.52,24,65518,65518,4,2,65531
3683827,271,257,5127,500,1625,1420,8.53,1,18,65524,0,3,65533
3683917,271,257,5127,600,1751,64583,2.70,23,32,43,0,6,65534
3684037,271,257,5127,700,2619,65509,650.32,65515,11,1,3,65535,65533
3684112,271,257,5127,800,2065,204,655.28,0,30,65531,65535,3,0
3684232,271,257,5127,900,2374,62931,648.66,65518,65508,65513,5,6,65535
3684322,271,257,5383,0,2099,65365,1.09,10,65511,65474,5,65534,4
3684442,271,257,5383,100,2120,65323,652.92,65533,65514,19,65534,1,6
3684517,271,257,5383,200,1801,63932,6.10,65523,65473,16,7,65535,0
3684637,271,257,5383,300,1848,1431,3.04,1,22,14,65535,65532,3
3684712,271,257,5383,400,2238,64986,651.07,15,14,4,0,7,65532
3684832,271,257,5383,500,1721,65299,6.36,16,37,65529,0,0,65534
3684938,271,257,5383,600,2561,1486,649.03,65526,27,63,0,65535,65535
3685042,271,257,5383,700,1953,64871,653.39,37,65534,8,6,2,65529
3685117,271,257,5383,800,1830,952,5.55,65515,65534,65523,0,2,2
3685237,271,257,5383,900,2371,64095,650.48,65534,65509,2,6,6,2
3685342,271,257,5639,0,1363,63759,3.70,4,8,65478,1,7,7
3685447,271,257,5639,100,2326,1005,4.69,3,65511,31,65535,65530,3
3685522,271,257,5639,200,2215,65501,653.05,65525,65489,28,5,0,0
