Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
227328,271,1281,3862,0,364,61441,653.55,65505,65323,231,8,65513,65515
227448,271,1281,3862,100,65519,4095,7.48,65442,156,189,65501,46,16
227538,271,1281,3862,200,4095,65266,642.34,65470,65415,65308,65528,47,1
227658,271,1281,3862,300,1873,61441,650.15,65510,119,65519,65509,65534,21
227735,271,1281,3862,400,4095,61441,641.21,103,66,65419,65534,65513,65525
227853,271,1281,3862,500,64527,3298,33.02,65523,65357,283,65534,65519,65534
227943,271,1281,3862,600,1810,4095,654.74,65501,174,69,65500,37,24
228048,271,1281,3862,700,1644,3926,3.69,21,65335,65258,9,24,65529
228138,271,1281,3862,800,2082,61441,642.55,5,109,2,65503,11,17
228258,271,1281,3862,900,4095,61441,642.71,34,64,65464,1,65525,65522
228348,271,1281,4118,0,60,63662,3.22,0,65364,240,5,0,65530
228454,271,1281,4118,100,969,4095,0.15,65470,122,229,65501,21,25
228558,271,1281,4118,200,3920,3188,647.51,65508,65411,65374,6,39,65520
228663,271,1281,4118,300,64666,4095,16.80,65514,19,65514,65524,13,3
228739,271,1281,4118,400,2989,1123,8.04,76,160,65423,65523,65529,0
228858,271,1281,4118,500,898,61441,648.09,25,65362,65459,8,20,65530
228935,271,1281,4118,600,2299,61441,652.84,65455,147,167,65495,65525,24
229069,271,1281,4118,700,4095,61441,632.41,46,31,65435,7,65535,65521
229144,271,1281,4118,800,65388,955,16.11,47,65367,289,65534,65520,65530
229264,271,1281,4118,900,1207,4095,652.68,65509,126,150,65507,1,9
229353,271,1281,4374,0,4095,4095,0.28,8,65414,65408,10,27,65524
229459,271,1281,4374,100,64594,3769,19.64,90,21,65533,65520,65523,3
229549,271,1281,4374,200,2660,4095,1.65,65527,160,2,65515,14,10
229684,271,1281,4374,300,2183,3559,5.52,65515,65350,65288,8,22,65528
229759,271,1281,4374,400,899,64604,6.02,62,29,65499,65520,65527,12
