Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
4229733,271,257,5648,600,1281,1175,1.10,12,6,65500,18,0,65528
4229853,271,257,5648,700,1712,65157,1.36,12,65490,5,65530,9,1
4229943,271,257,5648,800,761,281,9.51,5,31,65459,7,65531,3
4230063,271,257,5648,900,1617,64211,6.09,27,6,110,65528,3,2
4230259,271,257,5904,100,2252,65382,2.08,65520,47,117,0,0,0
4230333,271,257,5904,200,2498,539,648.48,65527,0,65479,65535,16,2
4230453,271,257,5904,300,1566,1281,2.35,65532,17,33,11,65527,65533
4230544,271,257,5904,400,2302,175,3.16,2,65477,65527,0,12,0
4230664,271,257,5904,500,1220,65484,4.99,4,11,65508,12,65535,0
4230739,271,257,5904,600,1638,65092,5.58,65506,65492,43,65526,10,3
4230859,271,257,5904,700,1215,64659,6.22,39,40,65460,65535,0,6
4230949,271,257,5904,800,2100,689,2.28,16,19,66,65532,4,0
4231069,271,257,5904,900,1824,65057,3.32,13,16,65487,65529,65535,6
4231159,271,257,6160,0,2269,729,654.88,65523,12,84,7,65529,65531
4231264,271,257,6160,100,2749,64084,2.10,65516,65484,65486,3,9,65530
4231354,271,257,6160,200,1296,1152,1.84,65515,15,65526,13,3,65530
4231474,271,257,6160,300,2033,64757,2.05,65492,65471,10,65531,15,65533
4231565,271,257,6160,400,932,65361,9.40,9,20,65481,7,65528,7
4231669,271,257,6160,500,1547,71,5.84,0,65513,107,65530,4,65535
4231744,271,257,6160,600,1833,65503,4.67,65524,23,65480,65532,65533,8
4231864,271,257,6160,700,2689,65316,655.15,15,30,118,0,65526,0
4231954,271,257,6160,800,3109,1328,642.32,65535,1,65483,0,9,5
4232074,271,257,6160,900,2335,64623,654.40,12,0,39,15,65528,65528
4232149,271,257,6416,0,3120,65013,648.32,65497,65484,65504,65535,8,65535
4232285,271,257,6416,100,1468,71,653.78,65532,27,65518,15,2,65528
4232360,271,257,6416,200,2213,733,0.75,65525,65467,65529,65527,17,65535
4232479,271,257,6416,300,1463,13,0.84,65524,41,65473,6,65530,2
4232569,271,257,6416,400,1995,1385,2.87,65530,65535,73,65529,2,2
4232674,271,257,6416,500,2172,131,650.03,65517,34,65468,65532,0,6
4232765,271,257,6416,600,2717,64867,650.65,0,36,107,3,65528,65535
4232899,271,257,6416,700,3163,65477,646.61,65523,4,65471,0,0,1
4232974,271,257,6416,800,1686,1093,3.10,65535,5,23,12,65535,65532
4233079,271,257,6416,900,2660,63977,0.21,65528,65468,65501,0,8,65534
4233184,271,257,6672,0,1356,473,3.17,16,65525,65479,13,65528,65535
4233290,271,257,6672,100,1939,64075,5.47,65517,65483,42,65526,10,0
4233379,271,257,6672,200,1641,65155,652.49,43,27,65478,5,65531,1
4233485,271,257,6672,300,2125,65366,5.23,25,24,65,65527,0,0
4233589,271,257,6672,400,2518,200,645.98,65535,27,65503,65531,4,6
4233695,271,257,6672,500,3040,65347,652.63,65503,24,83,1,65525,65535
4233799,271,257,6672,600,3241,95,643.95,65527,65512,65479,0,7,0
4233889,271,257,6672,700,1879,934,653.36,65526,65535,19,16,65529,65529
4233995,271,257,6672,800,2191,276,654.46,65509,65476,65522,65533,5,0
4234099,271,257,6672,900,1061,116,4.76,37,44,65485,9,0,1
4234159,271,257,6928,0,1492,65164,8.70,65521,65486,13,65523,12,4
4234309,271,257,6928,100,1817,373,652.39,6,40,65470,1,65530,5
4234372,271,257,6928,200,2087,1639,1.65,65526,7,93,65530,65529,1
4234504,271,257,6928,300,2482,65239,645.12,65490,49,65495,65533,65535,3
4234564,271,257,6928,400,2519,64897,654.08,65515,21,69,0,65530,0
4234714,271,257,6928,500,2729,65239,646.37,65527,6,65481,0,15,0
4234774,271,257,6928,600,1689,65485,655.24,65502,65531,43,15,0,65526
4234924,271,257,6928,700,2181,378,1.19,65504,65476,65515,65535,1,0
4234969,271,257,6928,800,1168,1159,1.59,18,6,65480,18,65526,65535
4235119,271,257,6928,900,1619,64746,11.06,11,65486,46,65530,6,0
4235179,271,257,7184,0,1674,63958,650.01,0,37,65476,3,65533,0
4235329,271,257,7184,100,2020,1334,4.09,42,22,88,65528,5,2
4235374,271,257,7184,200,1558,346,3.25,65522,53,65486,65535,0,4
4235494,271,257,7184,300,2335,64925,0.30,8,31,95,3,65530,65531
4235569,271,257,7184,400,2212,483,2.19,65501,65535,65478,65535,1,4
4235734,271,257,7184,500,2373,65018,654.61,65531,65522,36,12,65532,65530
4235779,271,257,7184,600,3029,63571,2.19,12,65473,65515,2,2,65534
4235899,271,257,7184,700,1646,935,2.96,29,9,65507,14,4,65528
4235974,271,257,7184,800,2345,64309,4.11,65534,65476,25,65530,1,3
4236094,271,257,7184,900,1321,64305,2.68,19,53,65469,5,65530,2
4236184,271,257,7440,0,1909,64495,4.91,3,1,103,65528,0,2
4236304,271,257,7440,100,1759,64847,3.76,65535,52,65477,65531,65533,8
4236379,271,257,7440,200,2209,64739,1.74,65532,32,117,0,65532,0
4236499,271,257,7440,300,2916,425,648.29,15,3,65479,65535,2,2
4236589,271,257,7440,400,2673,64777,646.55,65492,65525,39,16,65526,65528
4236709,271,257,7440,500,3492,64887,642.84,65509,65474,65518,0,2,65534
4236784,271,257,7440,600,1531,626,3.22,29,3,65485,15,65528,65531
4236904,271,257,7440,700,1824,64821,4.23,5,65490,65531,65531,7,65535
4236994,271,257,7440,800,614,513,11.73,16,28,65472,6,65531,1
4237099,271,257,7440,900,1158,439,9.66,3,65511,104,65526,5,3
4237189,271,257,7696,0,2270,65,0.71,2,36,65464,65534,65532,8
4237309,271,257,7696,100,2777,64618,652.23,20,37,95,65535,65530,0
4237384,271,257,7696,200,3072,2126,641.54,14,4,65478,65533,1,5
4237504,271,257,7696,300,2366,248,649.00,65479,15,54,9,65529,65532
4237609,271,257,7696,400,2637,64910,652.74,65509,65500,65501,1,5,65535
4237714,271,257,7696,500,1585,2215,1.38,0,65520,65526,15,65531,65532
4237789,271,257,7696,600,2445,64488,6.35,65525,65465,0,65530,11,1
4237909,271,257,7696,700,1202,1060,654.71,25,26,65453,11,65535,65530
4237999,271,257,7696,800,1677,64274,3.32,29,65513,78,65525,11,3
4238119,271,257,7696,900,1710,64489,655.21,65528,47,65457,65535,65533,7
4238194,271,257,7952,0,1923,982,655.22,35,32,111,65533,65531,65535
4238314,271,257,7952,100,2194,65042,653.07,65533,22,65480,65528,2,12
4238405,271,257,7952,200,2327,63926,655.31,65502,7,72,7,65529,65534
4238509,271,257,7952,300,2988,275,655.26,1,65499,65496,1,4,65535
4238616,271,257,7952,400,1947,698,654.96,40,65533,65516,18,65524,65529
4238734,271,257,7952,500,2349,171,0.92,65535,65469,65533,65534,11,65531
4238809,271,257,7952,600,994,64979,5.24,8,29,65479,13,65534,65533
4238914,271,257,7952,700,1439,64807,1.25,65526,65495,74,65527,2,8
4239019,271,257,7952,800,1294,64378,8.39,11,46,65464,0,65528,9
4239124,271,257,7952,900,2229,55,0.40,22,17,121,65533,65535,0
4239214,271,257,8208,0,2849,64785,648.16,21,32,65474,65530,65535,7
4239319,271,257,8208,100,2676,65338,653.80,65509,15,108,6,65530,65529
4239424,271,257,8208,200,3256,65069,644.60,65534,65523,65484,0,11,0
4239529,271,257,8208,300,1912,1043,0.88,65521,65533,3,15,65533,65531
4239634,271,257,8208,400,2219,65247,0.73,65501,65466,9,0,9,65529
4239739,271,257,8208,500,1322,65428,652.51,65511,5,65508,15,65532,65533
4239829,271,257,8208,600,1633,65371,8.95,65524,65498,30,65527,2,4
4239934,271,257,8208,700,1389,64674,1.42,12,55,65456,1,65530,5
4240144,271,257,8208,900,1637,544,5.28,9,39,65474,65532,0,7
4240204,271,257,8464,0,2362,65487,2.60,5,40,112,0,2,65534
4240354,271,257,8464,100,2547,184,3.43,65520,65517,65489,0,10,2
4240445,271,257,8464,200,2024,342,652.85,65530,8,56,13,65532,65533
4240549,271,257,8464,300,3069,1129,654.27,20,65472,65500,1,13,65531
4240609,271,257,8464,400,1499,1154,3.15,17,4,65491,17,0,65530
4240759,271,257,8464,500,2031,249,1.87,65512,65477,20,65528,16,1
4240819,271,257,8464,600,840,65237,7.93,14,42,65456,4,65531,1
4240971,271,257,8464,700,1051,588,10.92,36,2,95,65526,0,3
4241014,271,257,8464,800,1863,64904,649.68,65530,46,65461,65532,65534,10
4241165,271,257,8464,900,2487,65041,650.30,65522,27,97,65535,0,65535
4241209,271,257,8720,0,2489,1213,648.30,65504,20,65482,65533,10,5
4241329,271,257,8720,100,2021,64373,0.42,65521,9,70,9,65534,65531
4241419,271,257,8720,200,2544,65321,0.73,65515,65499,65499,3,4,65531
4241569,271,257,8720,300,1931,1444,1.48,65531,65525,65521,19,65534,65529
4241614,271,257,8720,400,2931,64329,651.64,65533,65473,65531,65532,11,65531
4241734,271,257,8720,500,1502,174,0.86,27,8,65470,11,65535,65532
4241824,271,257,8720,600,1552,65141,7.17,1,65497,82,65526,6,7
4242021,271,257,8720,800,1872,1308,3.89,7,23,110,65532,65531,2
4242229,271,257,8976,0,2921,64423,650.36,65504,28,100,8,65527,65530
4242349,271,257,8976,100,3062,65414,644.94,65531,65526,65481,0,15,0
4242425,271,257,8976,200,1352,1930,1.67,65510,24,36,7,65529,65535
4242544,271,257,8976,300,2369,383,1.24,65511,65466,65509,0,19,65529
4242621,271,257,8976,400,1819,551,654.06,65533,20,65491,13,65528,65534
4242740,271,257,8976,500,1852,64061,8.49,65527,65488,4,65529,5,0
4242829,271,257,8976,600,1489,1335,652.59,65523,34,65457,5,65532,0
4242949,271,257,8976,700,1900,626,2.79,25,5,106,65529,65534,1
4243039,271,257,8976,800,1895,63412,652.16,65520,47,65471,65530,2,6
4243144,271,257,8976,900,2390,272,652.40,65528,45,115,1,65524,0
4243234,271,257,9232,0,2449,64192,0.16,65514,65525,65480,65534,13,4
4243355,271,257,9232,100,2095,1759,652.58,65515,0,40,13,65531,65533
4243445,271,257,9232,200,3346,64738,646.40,65516,65477,65503,0,0,65533
4243550,271,257,9232,300,1097,1426,5.06,2,65532,65494,10,0,0
4243641,271,257,9232,400,1741,741,1.95,65528,65490,65526,65532,10,65532
4243760,271,257,9232,500,658,81,9.12,15,28,65473,8,65530,0
4243835,271,257,9232,600,1350,1136,11.43,65530,65535,82,65524,8,3
4243955,271,257,9232,700,2081,408,648.05,65535,34,65482,65534,65534,4
4244030,271,257,9232,800,2586,64976,649.46,65530,24,93,65533,5,0
4244165,271,257,9232,900,2467,847,650.93,65523,13,65480,65534,5,2
4244255,271,257,9488,0,1976,64832,655.27,65516,17,89,7,65534,65532
4244360,271,257,9488,100,2793,64434,0.75,65522,65494,65487,3,5,65534
4244450,271,257,9488,200,1835,1439,654.35,65512,65531,17,17,65530,65528
4244570,271,257,9488,300,2751,294,651.25,0,65472,65498,65532,11,0
4244645,271,257,9488,400,1088,386,3.53,15,15,65477,14,65530,65530
