Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
2087734,271,1,14120,600,2710,61948,654.54,33,65534,65457,6,12,65523
2087854,271,1,14120,700,4016,4095,641.10,65464,12,65454,65529,32,1
2087930,271,1,14120,800,991,64173,10.66,65457,65516,244,65535,65517,65529
2088050,271,1,14120,900,1111,61441,641.75,67,65494,65292,4,33,2
2088154,271,1,14376,0,421,4095,13.00,65501,35,79,4,21,3
2088261,271,1,14376,100,2157,62653,638.37,65480,65436,282,15,4,65522
2088334,271,1,14376,200,962,916,19.22,83,141,65303,7,17,65532
2088454,271,1,14376,300,1493,4095,0.69,58,65503,22,12,2,65518
2088546,271,1,14376,400,3697,61441,645.25,28,135,65379,65533,10,6
2088664,271,1,14376,500,3511,61441,648.40,60,65527,65497,65532,0,65529
2088741,271,1,14376,600,3651,4095,643.85,65495,15,65412,65531,35,65535
2088860,271,1,14376,700,1516,869,651.61,65404,65517,298,0,15,65523
2088950,271,1,14376,800,2213,61441,641.12,65526,65493,65319,3,27,65527
2089054,271,1,14376,900,310,4095,28.36,3,21,103,3,35,0
2089144,271,1,14632,0,2072,61543,643.74,65447,65448,313,7,65517,65524
2089280,271,1,14632,100,591,2875,14.45,28,160,65280,65531,12,3
2089354,271,1,14632,200,1058,4095,12.96,120,65448,63,10,9,65523
2089461,271,1,14632,300,3706,61441,638.10,4,110,65447,65530,11,0
2089565,271,1,14632,400,2690,61441,1.56,236,38,65384,65527,65531,3
2089670,271,1,14632,500,3347,1564,3.49,65507,8,65482,65531,11,11
2089760,271,1,14632,600,2521,61441,642.94,65468,14,205,65529,5,0
2089864,271,1,14632,700,1426,63645,4.14,65528,65480,65190,65533,26,6
2089970,271,1,14632,800,1696,4095,12.41,65429,4,254,4,41,9
2090075,271,1,14632,900,1935,61441,641.35,65481,65418,71,12,19,65519
2090181,271,1,14888,0,869,4095,22.12,65509,50,0,65533,42,12
2090286,271,1,14888,100,2516,62975,637.08,65451,65417,337,14,1,65522
2090375,271,1,14888,200,1305,2897,11.17,38,110,65402,1,21,7
2090480,271,1,14888,300,1904,4095,9.24,28,65411,334,10,65530,65524
2090585,271,1,14888,400,1716,2009,5.76,105,139,65326,6,65533,3
2090690,271,1,14888,500,2720,3316,654.88,65422,65399,362,14,0,65519
2090750,271,1,14888,600,1227,1947,15.10,79,133,65387,10,10,65535
2090901,271,1,14888,700,2283,4095,9.09,21,65434,362,15,0,65527
2090945,271,1,14888,800,979,4095,6.49,65520,130,65360,65532,6,11
2091095,271,1,14888,900,1667,4095,6.64,65519,65412,306,11,65522,65525
2091155,271,1,15144,0,992,4095,8.42,51,101,65388,65533,31,12
2091305,271,1,15144,100,1941,4095,652.93,20,65397,304,10,65507,65522
2091350,271,1,15144,200,634,4095,16.86,65531,99,65421,0,34,7
2091501,271,1,15144,300,1524,64090,649.95,65530,65431,261,11,65530,65526
