Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
2885646,271,1,1846,900,2639,64648,1.69,62,65478,76,15,65519,65518
2885752,271,1,2102,0,2783,838,653.34,182,65520,65436,15,65530,65521
2885856,271,1,2102,100,3205,62861,646.82,65478,65511,44,10,4,65529
2886051,271,1,2102,300,2953,61441,652.09,65512,65520,81,7,17,65529
2886157,271,1,2102,400,2725,61441,9.84,7,4,65498,65534,4,65528
2886261,271,1,2102,500,2160,61441,647.39,65450,65520,132,65531,65535,65532
2886321,271,1,2102,600,1850,61989,651.83,65440,65530,70,65527,22,65531
2886471,271,1,2102,700,894,64708,14.28,65429,65498,285,65529,6,2
2886533,271,1,2102,800,516,64928,8.30,65394,5,138,65526,65530,1
2886666,271,1,2102,900,275,4014,9.25,65518,74,185,65522,65511,0
2886726,271,1,2358,0,198,4095,11.62,65472,26,91,65523,65528,4
2886877,271,1,2358,100,65180,4095,9.86,65436,40,65530,65525,65532,2
2886936,271,1,2358,200,54,4095,10.92,0,77,123,65529,3,2
2887087,271,1,2358,300,546,65518,12.47,44,108,61,65524,18,3
2887281,271,1,2358,500,528,3018,12.28,65523,57,30,65523,9,10
2887326,271,1,2358,600,65504,4095,13.08,65502,102,11,65527,0,9
2887446,271,1,2358,700,65050,4095,20.53,12,75,7,65514,33,16
2887536,271,1,2358,800,65156,3609,17.06,89,127,65519,65530,7,3
2887656,271,1,2358,900,65240,3465,7.44,70,148,65496,65529,22,8
2887731,271,1,2614,0,653,2297,17.01,11,104,65479,65517,9,10
2887851,271,1,2614,100,150,4095,12.87,72,153,65434,65532,39,9
2887941,271,1,2614,200,43,4095,23.16,38,160,65454,65521,22,14
2888061,271,1,2614,300,1230,3401,10.50,85,156,65485,65524,40,15
2888136,271,1,2614,400,1177,2228,6.68,56,138,65446,65530,24,3
2888256,271,1,2614,500,1107,665,5.14,77,158,65455,65528,21,13
2888331,271,1,2614,600,989,4095,8.58,64,125,65457,65522,31,13
2888541,271,1,2614,800,1941,846,1.03,24,157,65432,65529,20,4
2888661,271,1,2614,900,1636,2556,2.97,65527,141,65404,65529,30,4
2888736,271,1,2870,0,1751,3101,9.23,127,187,65431,65531,19,6
2888856,271,1,2870,100,1967,1447,12.17,154,217,65435,65530,28,3
