Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
93188,271,1281,276,800,924,1757,7.62,65529,65455,137,7,65530,65533
93308,271,1281,276,900,1137,4095,3.50,65434,12,49,11,65531,0
93398,271,1281,532,0,2452,64061,652.63,34,89,65500,65528,22,6
93518,271,1281,532,100,2886,63609,650.66,65531,65487,65495,65530,26,65534
93593,271,1281,532,200,2444,61441,650.77,0,1,65519,14,0,65525
93713,271,1281,532,300,1155,122,652.30,3,126,65444,65528,3,11
93788,271,1281,532,400,2760,62623,649.53,65495,65496,65517,65530,65522,5
93908,271,1281,532,500,2332,533,14.41,20,65451,119,11,0,65523
93998,271,1281,532,600,948,2662,1.52,2,54,65502,4,65535,65532
94118,271,1281,532,700,3099,1227,646.36,65515,9,65516,4,65534,5
94193,271,1281,532,800,2367,62080,4.47,65511,65450,32,4,5,0
94313,271,1281,532,900,1472,63259,4.98,65490,65499,126,14,1,0
94403,271,1281,788,0,1614,774,654.02,24,90,65518,65535,65528,12
94523,271,1281,788,100,3891,64835,652.16,65467,65474,14,65531,3,4
94613,271,1281,788,200,2813,64466,649.65,13,65477,20,19,65527,65528
94718,271,1281,788,300,1422,64813,7.93,65525,50,65500,65535,0,1
94808,271,1281,788,400,2851,65478,652.11,53,59,65463,65534,65533,10
94928,271,1281,788,500,1982,1405,653.05,65460,65503,69,65534,65532,8
95005,271,1281,788,600,869,63789,4.97,65456,65534,50,14,65520,65533
95123,271,1281,788,700,2211,64469,0.18,71,89,65535,65528,2,5
95199,271,1281,788,800,2175,1507,0.24,65533,65452,65475,65530,31,9
95318,271,1281,788,900,2552,313,650.04,65528,65496,0,16,65521,65526
95408,271,1281,1044,0,1279,2247,11.32,6,100,65485,65534,11,7
95528,271,1281,1044,100,3085,63510,636.78,8,23,65455,65529,65523,4
95738,271,1281,1044,300,1472,2037,9.81,65457,65487,42,15,65535,65519
95815,271,1281,1044,400,3116,1976,641.76,65524,71,65532,65526,18,10
95935,271,1281,1044,500,2308,63950,653.99,22,65497,65462,65534,8,0
96024,271,1281,1044,600,1942,64555,653.92,90,4,65527,20,4,65528
96128,271,1281,1044,700,1098,826,8.66,19,70,65451,3,0,1
96218,271,1281,1044,800,3550,64042,646.01,27,65489,65515,0,65515,3
96353,271,1281,1044,900,824,3399,12.58,62,65482,103,15,0,65522
96428,271,1281,1300,0,600,3236,10.30,65518,40,65531,6,65525,2
96535,271,1281,1300,100,2556,2319,652.08,32,82,29,65531,15,16
96639,271,1281,1300,200,2240,62379,3.26,65495,65460,65531,65534,14,2
96744,271,1281,1300,300,2090,62100,654.61,65531,65503,53,7,0,65530
96834,271,1281,1300,400,2283,64090,650.63,57,124,65435,65530,0,7
96938,271,1281,1300,500,2881,64610,647.97,65501,65509,19,65535,4,1
97043,271,1281,1300,600,1377,502,14.37,4,65466,133,14,65524,65526
97148,271,1281,1300,700,784,3465,11.21,0,72,26,4,65531,1
97255,271,1281,1300,800,2517,3790,0.48,33,18,65487,65534,14,3
97360,271,1281,1300,900,2117,62399,654.90,0,65446,15,65533,15,3
97448,271,1281,1556,0,2864,61939,647.96,65503,65480,38,14,17,65528
97553,271,1281,1556,100,1974,64643,1.36,63,149,65443,65532,16,1
97659,271,1281,1556,200,2942,925,654.84,65512,65480,34,65529,9,4
