Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
63342,0,0,0,0,0,0,21.46,0,0,0,0,0,0
63417,0,0,0,0,0,0,21.40,0,0,0,0,0,0
63552,0,0,0,0,0,0,21.59,0,0,0,0,0,0
63628,0,0,0,0,0,0,21.21,0,0,0,0,0,0
63747,0,0,0,0,0,0,21.40,0,0,0,0,0,0
63837,0,0,0,0,0,0,21.27,0,0,0,0,0,0
63942,0,0,0,0,0,0,21.46,0,0,0,0,0,0
64032,0,0,0,0,0,0,21.40,0,0,0,0,0,0
64167,0,0,0,0,0,0,21.27,0,0,0,0,0,0
64242,0,0,0,0,0,0,21.27,0,0,0,0,0,0
64347,0,0,0,0,0,0,21.40,0,0,0,0,0,0
64452,0,0,0,0,0,0,21.40,0,0,0,0,0,0
64559,0,0,0,0,0,0,21.46,0,0,0,0,0,0
64647,0,0,0,0,0,0,21.65,0,0,0,0,0,0
64752,0,0,0,0,0,0,21.34,0,0,0,0,0,0
64857,0,0,0,0,0,0,21.46,0,0,0,0,0,0
64962,0,0,0,0,0,0,21.40,0,0,0,0,0,0
65067,0,0,0,0,0,0,21.40,0,0,0,0,0,0
65157,0,0,0,0,0,0,21.40,0,0,0,0,0,0
65262,0,0,0,0,0,0,21.46,0,0,0,0,0,0
65368,0,0,0,0,0,0,21.65,0,0,0,0,0,0
65472,0,0,0,0,0,0,21.34,0,0,0,0,0,0
65577,0,0,0,0,0,0,21.40,0,0,0,0,0,0
65640,0,0,0,0,0,0,21.46,0,0,0,0,0,0
65772,0,0,0,0,0,0,21.40,0,0,0,0,0,0
65832,0,0,0,0,0,0,21.46,0,0,0,0,0,0
65982,0,0,0,0,0,0,21.46,0,0,0,0,0,0
66042,0,0,0,0,0,0,21.40,0,0,0,0,0,0
127024,0,0,0,0,0,0,21.46,0,0,0,4,1,0
127067,0,0,0,0,0,0,21.46,0,0,0,4,1,0
127217,0,0,0,0,0,0,21.65,0,0,0,4,1,0
127262,0,0,0,0,0,0,21.46,0,0,0,4,1,0
127382,0,0,0,0,0,0,21.65,0,0,0,4,1,0
127472,0,0,0,0,0,0,21.65,0,0,0,4,1,0
127622,0,0,0,0,0,0,21.40,0,0,0,4,1,0
127667,0,0,0,0,0,0,21.40,0,0,0,4,1,0
127787,0,0,0,0,0,0,21.34,0,0,0,4,1,0
127877,0,0,0,0,0,0,21.78,0,0,0,4,1,0
127997,0,0,0,0,0,0,21.59,0,0,0,1,0,0
128072,0,0,0,0,0,0,21.34,0,0,0,1,0,0
128192,0,0,0,0,0,0,21.40,0,0,0,1,0,0
128267,0,0,0,0,0,0,21.65,0,0,0,1,0,0
128403,0,0,0,0,0,0,21.46,0,0,0,1,0,0
128477,0,0,0,0,0,0,21.46,0,0,0,1,0,0
128597,0,0,0,0,0,0,21.46,0,0,0,1,0,0
128672,0,0,0,0,0,0,21.46,0,0,0,1,0,0
128792,0,0,0,0,0,0,21.40,0,0,0,1,0,0
128882,0,0,0,0,0,0,21.59,0,0,0,1,0,0
129002,0,0,0,0,0,0,21.59,0,0,0,0,0,0
