Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
2514533,271,1,15151,400,1835,65331,1.05,0,9,65530,2,0,65532
2514637,271,1,15151,500,2268,64396,654.15,2,65507,0,5,65534,65535
2514743,271,1,15151,600,2224,377,649.76,2,65532,65529,65534,65535,6
2514847,271,1,15151,700,1929,65501,0.25,4,8,17,65533,2,2
2514952,271,1,15151,800,1608,64843,655.30,65513,13,15,1,1,0
2515058,271,1,15151,900,1962,266,654.45,6,4,65532,4,65535,65529
2515162,271,1,48,0,2467,324,654.29,65532,2,0,65535,3,65535
2515253,271,1,48,100,2317,65152,653.69,65524,6,0,65532,65530,6
2515357,271,1,48,200,1541,495,5.37,65533,8,12,65532,65532,4
2515462,271,1,48,300,1882,64529,2.21,1,65516,8,4,65532,65535
2515525,271,1,48,400,2327,65227,654.10,9,7,65527,2,0,65533
2515657,271,1,48,500,2387,258,652.06,8,32,65533,65533,3,65534
2515762,271,1,48,600,2082,64949,2.52,10,7,7,65532,0,3
2515867,271,1,48,700,1671,64827,2.02,1,1,4,1,65530,2
2515927,271,1,48,800,1774,64853,2.18,65530,65516,1,5,1,65534
2516077,271,1,48,900,2370,65065,654.06,8,18,65511,4,0,65534
2516139,271,1,304,0,2100,64753,1.37,9,18,65535,65533,0,0
2516272,271,1,304,100,1918,64993,0.52,65526,7,9,65533,0,8
2516332,271,1,304,200,1730,65050,3.25,65533,65511,15,3,65533,0
2516482,271,1,304,300,2134,65528,654.41,7,65512,7,4,2,65532
2516527,271,1,304,400,2396,64955,653.42,4,20,23,2,6,65530
2516647,271,1,304,500,1840,106,651.70,6,33,65517,65531,65531,2
2516737,271,1,304,600,1610,110,3.86,19,65531,8,65535,0,3
2516887,271,1,304,700,1551,373,3.15,7,65506,65508,7,5,0
2516932,271,1,304,800,2489,723,652.90,9,65522,2,5,0,65532
2517052,271,1,304,900,2363,594,652.29,0,30,14,65534,3,2
2517142,271,1,560,0,2038,616,654.72,15,48,65516,65533,0,0
2517265,271,1,560,100,1637,65372,3.74,65525,65534,65521,65535,0,0
2517337,271,1,560,200,2023,65457,0.72,7,65506,65534,5,65535,0
2517457,271,1,560,300,2477,65193,654.98,13,65513,65522,1,65535,0
2517547,271,1,560,400,2174,65126,650.93,65527,22,7,65534,3,2
2517743,271,1,560,600,1491,64511,3.57,9,65525,65504,1,65534,0
2517862,271,1,560,700,2199,64456,0.77,65533,65501,65526,4,65535,0
2517937,271,1,560,800,2654,65374,654.61,15,65525,65519,65535,2,1
2518057,271,1,560,900,1972,65381,653.20,65533,12,65535,65532,0,4
2518148,271,1,816,0,1816,65377,654.83,0,41,9,0,3,0
2518267,271,1,816,100,2126,203,2.29,65529,65515,65523,5,65530,65534
2518342,271,1,816,200,2105,2,652.88,16,65522,11,0,1,1
2518462,271,1,816,300,2402,65319,653.24,65532,0,65535,65533,65532,2
2518552,271,1,816,400,1630,77,2.27,65535,7,65524,65532,1,4
2518672,271,1,816,500,1634,68,2.43,65534,65526,16,4,1,65531
2518762,271,1,816,600,1996,65257,1.81,65534,65535,0,5,65533,65530
2518869,271,1,816,700,2654,749,652.28,18,65525,16,0,0,4
2518957,271,1,816,800,1693,484,0.88,65529,1,12,65533,65533,3
2519092,271,1,816,900,1927,65196,2.65,6,65528,11,0,65532,0
2519154,271,1,1072,0,1734,805,4.03,65520,65533,25,6,65535,65534
2519272,271,1,1072,100,2438,209,1.78,65533,6,65531,0,4,65530
2519349,271,1,1072,200,2265,932,2.18,65525,1,15,65531,65527,5
2519469,271,1,1072,300,1673,696,2.48,8,0,65512,65533,65535,4
2519558,271,1,1072,400,1683,65080,2.74,65525,65515,2,4,65533,65535
2519677,271,1,1072,500,2144,39,652.80,65529,65533,14,4,0,0
2519752,271,1,1072,600,2444,65523,650.49,65527,26,65516,65535,0,65535
2519887,271,1,1072,700,2060,65218,654.65,65535,22,65532,65529,65533,5
2519962,271,1,1072,800,1375,317,4.34,0,65522,65521,1,3,1
2520082,271,1,1072,900,1614,393,4.78,65524,65508,16,3,65535,65534
2520173,271,1,1328,0,2472,64784,652.69,9,65521,65533,4,2,65534
2520278,271,1,1328,100,2122,65534,653.37,13,42,5,65531,1,0
2520367,271,1,1328,200,1775,64996,655.16,65521,26,65531,65534,65534,2
2520503,271,1,1328,300,1279,64685,2.18,65524,65517,65511,4,1,7
2520577,271,1,1328,400,2290,175,653.25,65532,65507,20,3,65535,0
2520683,271,1,1328,500,2657,254,0.68,18,11,16,65535,2,1
2520789,271,1,1328,600,2132,76,651.34,65533,48,65531,65533,5,3
2520894,271,1,1328,700,1693,241,2.06,65529,11,0,65535,65532,0
2520983,271,1,1328,800,2015,65075,1.24,19,65505,65524,6,0,0
2521088,271,1,1328,900,2279,64713,653.49,19,65508,65523,3,65534,65535
2521178,271,1,1584,0,2379,65304,654.82,65524,17,17,65532,65535,3
2521298,271,1,1584,100,1690,311,2.06,11,23,7,65535,3,0
2521403,271,1,1584,200,1627,93,1.74,65525,6,65523,0,1,65530
2521509,271,1,1584,300,2451,65385,654.24,65534,65511,20,7,65535,65532
2521598,271,1,1584,400,2206,1359,653.65,65525,65518,65518,65535,65533,2
2521703,271,1,1584,500,1985,453,0.35,65532,0,11,65533,65535,3
2521808,271,1,1584,600,1742,582,2.69,65534,25,7,65534,2,0
2521913,271,1,1584,700,2114,441,1.17,12,7,65519,3,65534,65530
2521975,271,1,1584,800,2410,463,653.87,1,4,2,0,1,65534
2522108,271,1,1584,900,2251,65361,653.95,8,5,65519,65531,65532,5
