Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
2650443,271,1,3634,300,2738,764,644.58,17,9,65484,3,0,0
2650472,271,1,3634,400,1200,993,654.41,16,44,65534,7,65528,3
2650668,271,1,3634,600,2489,64752,651.21,65528,65488,65471,65530,24,65530
2650788,271,1,3634,700,2429,380,652.63,65532,65502,65450,65530,10,5
2650878,271,1,3634,800,2019,64467,650.99,24,65500,65511,10,65532,2
2650998,271,1,3634,900,1167,64801,7.80,65533,41,67,1,65528,5
2651073,271,1,3890,0,2317,65302,3.53,21,59,164,0,65532,65532
2651193,271,1,3890,100,1846,62725,652.70,65515,65518,65489,65529,32,65532
2651283,271,1,3890,200,2110,64977,5.00,65515,65490,65426,2,8,4
2651403,271,1,3890,300,2325,65240,651.12,21,5,65532,6,65525,5
2651478,271,1,3890,400,2558,1461,2.11,23,106,35,3,5,1
2651598,271,1,3890,500,2302,1760,8.85,29,16,126,6,2,65525
2651688,271,1,3890,600,1952,64891,647.11,65506,4,65474,65529,15,65533
2651808,271,1,3890,700,2063,63238,6.73,3,65473,65416,7,0,0
2651883,271,1,3890,800,1552,286,4.44,22,5,65527,2,65514,10
2652003,271,1,3890,900,2186,65417,649.04,93,104,65526,7,2,0
2652093,271,1,4146,0,2054,65286,4.38,65531,32,172,65532,65534,65529
2652198,271,1,4146,100,2214,64923,2.95,65522,65498,13,65527,10,3
2652288,271,1,4146,200,1864,65194,3.01,65520,65487,65474,4,65529,6
2652408,271,1,4146,300,2264,64174,649.34,65489,65510,12,0,65525,2
2652498,271,1,4146,400,2250,1604,0.16,4,65,65512,4,0,5
2652603,271,1,4146,500,2255,1792,7.75,19,30,152,65534,65525,1
2652709,271,1,4146,600,2783,61858,654.19,65528,65487,9,65531,10,65535
2652813,271,1,4146,700,1949,64863,0.13,65511,65486,65414,2,6,3
2652888,271,1,4146,800,2619,215,645.74,65534,65533,65482,65534,65535,4
2653008,271,1,4146,900,1128,2551,1.86,3,58,65520,6,8,0
2653083,271,1,4402,0,2317,1012,2.15,65499,48,186,65534,0,65531
2653218,271,1,4402,100,1907,64544,5.81,15,65512,50,65532,11,65533
2653293,271,1,4402,200,2984,64170,647.31,14,65482,65448,65530,0,3
2653413,271,1,4402,300,2002,1164,654.52,23,65496,65483,6,65528,0
2653503,271,1,4402,400,1177,1415,654.55,21,57,65495,1,65530,10
2653608,271,1,4402,500,2108,65373,8.25,65527,34,158,4,65527,65533
2653698,271,1,4402,600,1712,65299,5.16,65513,65501,34,65529,11,65528
2653833,271,1,4402,700,2814,649,649.78,65508,65460,65427,1,7,65532
2653909,271,1,4402,800,1440,1508,0.14,8,65525,65494,0,65527,11
2654013,271,1,4402,900,2132,64152,649.84,2,97,65512,1,65534,11
2654118,271,1,4658,0,1596,1524,11.99,22,48,161,4,65534,65531
2654224,271,1,4658,100,1771,460,655.01,65529,65522,41,65525,8,65531
2654313,271,1,4658,200,3275,195,5.08,65534,65420,65414,0,5,4
2654418,271,1,4658,300,2044,1392,650.98,65530,65526,65500,65534,65509,7
2654523,271,1,4658,400,1816,917,650.78,19,57,8,9,65531,65534
2654629,271,1,4658,500,1992,1937,9.31,65530,19,134,7,65521,65529
2654733,271,1,4658,600,2098,62410,5.22,65473,65475,57,65530,2,65529
2654823,271,1,4658,700,2618,64682,4.81,65517,65443,65442,0,9,65533
2654928,271,1,4658,800,2462,327,653.45,16,17,65493,65529,0,8
2655033,271,1,4658,900,2607,1964,651.29,14,41,65518,13,1,65533
2655138,271,1,4914,0,1989,65136,5.05,0,71,82,65531,65532,2
2655243,271,1,4914,100,1924,64065,655.01,2,65521,28,0,6,65529
2655305,271,1,4914,200,1746,64745,3.02,65509,65495,65383,65532,16,1
2655438,271,1,4914,300,2357,2067,652.62,65530,65468,65491,5,65518,65535
2655543,271,1,4914,400,1752,278,650.26,65532,81,65504,8,65525,9
2655648,271,1,4914,500,3161,2593,650.21,65507,57,104,6,65533,65528
2655708,271,1,4914,600,1457,64470,0.99,65520,65491,71,0,6,65524
