Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
3563487,271,257,5381,0,1730,63988,1.18,9,57,191,5,65522,65533
3563592,271,257,5381,100,2564,1290,654.29,1,65506,65411,65534,19,0
3563669,271,257,5381,200,1801,1803,655.32,65529,65513,65458,1,65529,7
3563789,271,257,5381,300,1628,1174,650.27,8,66,16,10,3,1
3563894,271,257,5381,400,2071,62979,2.00,31,65489,79,65531,11,65525
3563998,271,257,5381,500,1957,64325,7.14,65535,65516,65429,65532,11,2
3564072,271,257,5381,600,2281,732,647.75,41,20,65481,15,65527,1
3564193,271,257,5381,700,1708,64190,0.89,4,32,134,8,65527,65535
3564283,271,257,5381,800,3400,62683,641.14,65518,65510,65481,65525,22,65533
3564389,271,257,5381,900,1410,688,2.71,65502,65482,65457,1,65518,6
3564478,271,257,5637,0,2165,841,654.30,47,36,65530,13,65527,2
3564613,271,257,5637,100,2088,63833,11.36,65530,65495,232,65534,0,65526
3564687,271,257,5637,200,3277,64295,652.79,65491,65479,65451,65528,17,6
3564792,271,257,5637,300,2322,64373,650.94,65504,65490,65494,15,65523,65532
3564897,271,257,5637,400,1171,65526,5.89,14,98,93,0,65534,2
3565018,271,257,5637,500,2377,504,3.68,12,65472,71,65529,65529,65532
3565093,271,257,5637,600,2233,52,654.25,65487,65494,65423,4,8,3
3565198,271,257,5637,700,1266,2691,650.93,65525,22,65533,9,65529,2
3565303,271,257,5637,800,2098,150,4.63,8,46,183,65533,1,65533
3565408,271,257,5637,900,2899,1516,4.07,12,65449,65448,0,13,65533
3565513,271,257,5893,0,1673,64964,0.52,65533,65517,65468,7,1,0
3565603,271,257,5893,100,1124,2353,3.93,65501,85,37,2,65529,8
3565709,271,257,5893,200,2599,62976,2.32,29,65504,64,65530,10,65526
3565813,271,257,5893,300,2774,578,0.91,65534,65476,65423,4,7,0
3565918,271,257,5893,400,1998,65226,651.04,18,10,65483,10,65530,4
3566023,271,257,5893,500,2833,1392,653.75,65517,76,139,2,0,65532
3566085,271,257,5893,600,1410,63962,4.05,65513,65462,65515,65532,20,65524
3566218,271,257,5893,700,1394,65005,7.25,65526,65506,65426,5,65526,4
3566323,271,257,5893,800,1641,65350,651.52,65528,97,65501,2,65526,8
3566429,271,257,5893,900,2592,64211,4.70,65508,65504,198,65535,65527,65527
3566488,271,257,6149,0,2084,64878,0.81,65487,65478,65435,0,6,65533
3566638,271,257,6149,100,2046,65176,651.94,41,65515,65466,3,65527,2
3566683,271,257,6149,200,2508,443,648.78,16,101,59,4,65530,65533
3566833,271,257,6149,300,947,226,11.72,65513,65485,95,65535,0,65530
3566893,271,257,6149,400,2344,1321,651.93,65526,65522,65428,65530,8,7
3567043,271,257,6149,500,1796,1228,648.26,26,46,65466,14,65527,2
3567103,271,257,6149,600,2699,576,3.36,22,55,166,5,65533,65535
3567210,271,257,6149,700,1995,63573,649.38,65498,65494,65480,65524,20,0
3567298,271,257,6149,800,1999,65150,651.97,0,65469,65468,6,65526,5
3567448,271,257,6149,900,1758,753,653.58,41,53,65524,10,65531,3
