Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
342568,271,1281,269,700,1910,65351,0.34,65525,19,22,0,65535,65531
342643,271,1281,269,800,1934,65399,2.41,7,38,26,65534,8,65534
342763,271,1281,269,900,2172,65348,653.72,65528,34,16,0,1,65534
342854,271,1281,525,0,2357,818,652.54,65530,1,21,1,7,65533
342973,271,1281,525,100,1854,65315,1.42,2,8,17,2,0,65531
343048,271,1281,525,200,1790,252,654.97,65530,2,19,4,0,65533
343183,271,1281,525,300,2188,239,0.76,3,65525,12,5,65533,65534
343258,271,1281,525,400,1781,65496,654.94,65534,65521,11,4,65530,65533
343363,271,1281,525,500,1842,129,0.66,6,65522,65528,2,65530,0
343469,271,1281,525,600,2277,281,652.48,4,65512,65514,3,0,0
343588,271,1281,525,700,2071,65184,654.60,11,65520,65505,4,2,65534
343663,271,1281,525,800,1942,507,0.66,65520,65523,65505,3,1,0
343768,271,1281,525,900,2378,65162,651.15,65522,65512,65494,1,0,5
343873,271,1281,781,0,1964,162,653.51,10,65510,65520,0,5,4
343978,271,1281,781,100,1895,64959,654.41,15,65522,65525,0,0,5
344084,271,1281,781,200,2333,63866,653.86,3,65523,21,65534,0,4
344173,271,1281,781,300,2308,102,654.89,65534,65531,28,65534,65530,5
344278,271,1281,781,400,1948,65416,654.43,65531,0,20,65533,65530,4
344383,271,1281,781,500,1970,120,4.16,65532,6,0,65534,65534,1
344488,271,1281,781,600,2149,473,0.27,65525,5,65534,65535,0,0
344593,271,1281,781,700,1827,0,0.82,0,10,65528,0,65534,65535
344683,271,1281,781,800,2150,0,1.86,65532,14,65521,0,9,65534
344788,271,1281,781,900,1935,64903,2.54,14,23,65530,0,0,65534
344893,271,1281,1037,0,1769,65096,654.96,10,11,3,0,2,65533
344998,271,1281,1037,100,1712,65205,6.78,10,22,18,0,0,65534
345058,271,1281,1037,200,2255,564,651.38,65535,32,24,65535,3,0
345208,271,1281,1037,300,2201,211,653.54,11,12,21,0,8,65533
345298,271,1281,1037,400,1917,63,3.15,65523,65534,25,1,2,65532
345403,271,1281,1037,500,2492,65392,650.21,65522,0,17,3,2,65532
