Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
2473774,271,1,4655,900,1927,567,654.97,65534,65512,65533,1,0,65534
2473834,271,1,4911,0,2020,141,1.81,1,21,65512,65534,0,2
2473984,271,1,4911,100,2273,346,0.73,4,65520,6,1,0,65535
2474029,271,1,4911,200,1853,85,3.05,2,17,65527,65534,0,5
2474194,271,1,4911,300,2208,65395,653.45,9,65527,65531,2,0,65534
2474239,271,1,4911,400,1838,65323,2.43,65528,13,65524,65535,3,2
2474404,271,1,4911,500,2314,65258,653.53,6,65534,0,0,0,65535
2474434,271,1,4911,600,1743,65446,3.27,65535,65535,3,2,1,1
2474554,271,1,4911,700,2164,208,655.24,13,9,12,0,0,65534
2474644,271,1,4911,800,1922,64867,0.04,65520,0,65534,0,65535,3
2474764,271,1,4911,900,2088,237,654.90,6,0,10,1,0,65534
2474839,271,1,5167,0,1845,65517,0.28,65532,6,0,65535,0,1
2474959,271,1,5167,100,2218,65117,0.52,5,2,65521,0,0,65535
2475244,271,1,5167,400,2027,65443,653.29,65534,65529,0,1,65535,0
2475364,271,1,5167,500,1761,65029,3.52,65534,65535,65519,0,3,2
2475439,271,1,5167,600,2114,65056,652.31,2,65533,19,0,65535,65534
2475559,271,1,5167,700,1646,65237,3.31,9,13,65524,0,65535,2
2475649,271,1,5167,800,2253,496,653.35,9,65531,65531,0,65534,65535
2475769,271,1,5167,900,1922,154,4.22,0,0,1,1,1,2
2475844,271,1,5423,0,2270,141,653.22,2,6,11,65534,3,65535
2475979,271,1,5423,100,1888,65282,0.76,65530,65532,65527,2,0,1
2476054,271,1,5423,200,2073,65409,652.89,65534,5,7,0,1,65534
2476174,271,1,5423,300,2109,895,2.15,0,65530,65523,0,0,1
2476264,271,1,5423,400,2041,65454,654.67,7,6,11,0,0,0
2476369,271,1,5423,500,1971,65249,1.47,65528,65533,65528,0,65533,1
2476461,271,1,5423,600,2069,560,0.85,8,3,65524,65535,65535,0
2476579,271,1,5423,700,1954,85,1.44,4,65527,65531,1,65535,0
2476654,271,1,5423,800,2014,65163,0.40,5,9,65534,65535,1,0
2476774,271,1,5423,900,2290,65467,654.45,65530,65532,65532,0,65535,0
2476849,271,1,5679,0,2090,460,2.62,5,65529,65515,0,0,0
2476969,271,1,5679,100,2189,291,654.13,6,10,3,65535,1,0
2477075,271,1,5679,200,2232,83,1.95,65529,65523,4,1,0,1
2477181,271,1,5679,300,2268,65292,653.95,65532,16,9,65535,0,0
2477284,271,1,5679,400,2156,100,2.33,4,65514,0,2,3,0
2477389,271,1,5679,500,2082,463,654.32,65533,27,14,65533,0,0
2477464,271,1,5679,600,1980,402,3.32,5,65512,65528,3,65535,0
2477584,271,1,5679,700,1823,65174,653.01,3,20,5,1,65532,0
2477674,271,1,5679,800,2282,65160,1.13,65532,65522,65530,0,1,0
2477781,271,1,5679,900,1943,65530,654.99,3,11,3,0,65535,65535
2477869,271,1,5935,0,1967,65425,1.90,1,65526,65523,2,65534,1
2478019,271,1,5935,100,1928,114,654.29,0,5,3,65535,65534,65535
2478080,271,1,5935,200,2104,65147,654.06,1,65533,65521,1,0,1
2478184,271,1,5935,300,1996,65392,654.40,1,65534,7,0,1,65534
2478289,271,1,5935,400,2273,65374,655.27,65532,8,6,0,65534,2
2478394,271,1,5935,500,1843,199,0.35,5,65516,65528,1,4,65535
