Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
161894,271,1281,522,300,2035,65406,654.63,0,65529,5,0,0,0
162000,271,1281,522,400,2101,65451,655.15,65532,65533,65530,0,0,0
162119,271,1281,522,500,2068,3,0.50,3,6,9,0,0,0
162224,271,1281,522,600,2066,148,655.18,65530,65528,7,0,1,65535
162314,271,1281,522,700,1948,65008,1.77,65535,2,65529,0,65535,1
162390,271,1281,522,800,1978,175,0.45,0,2,14,0,1,0
162524,271,1281,522,900,2057,167,0.19,4,65528,3,0,65535,0
162629,271,1281,778,0,2099,152,0.19,0,9,0,0,0,1
162719,271,1281,778,100,2100,65377,0.08,0,65530,2,0,0,0
162779,271,1281,778,200,2007,65434,0.17,65533,65528,8,0,1,0
162929,271,1281,778,300,1969,128,0.78,6,11,65535,0,65535,65535
163035,271,1281,778,400,2030,122,655.15,65534,65534,3,0,65535,0
163140,271,1281,778,500,2063,121,1.01,65533,65530,11,0,0,1
163185,271,1281,778,600,2032,12,1.45,1,8,5,0,0,65535
163334,271,1281,778,700,2043,19,654.99,65533,65526,3,0,0,0
163454,271,1281,778,800,2017,65376,1.48,2,65534,65531,0,0,1
163544,271,1281,778,900,2022,244,654.99,65533,6,8,0,2,0
163589,271,1281,1034,0,2018,65451,0.15,4,65527,0,0,0,0
163739,271,1281,1034,100,2078,12,0.86,1,0,0,0,0,0
163784,271,1281,1034,200,2201,316,654.52,65526,65533,4,0,0,0
163964,271,1281,1034,300,2041,65534,655.29,65532,65525,5,0,65535,0
163994,271,1281,1034,400,2008,65533,0.05,0,6,65526,0,65535,0
164115,271,1281,1034,500,1963,65314,655.29,65534,65533,5,0,0,0
164189,271,1281,1034,600,2010,65516,653.91,65531,65529,6,0,0,0
164309,271,1281,1034,700,2051,65389,1.34,2,8,65534,0,0,0
164399,271,1281,1034,800,2119,128,0.41,65532,65532,2,0,0,0
164519,271,1281,1034,900,2082,113,0.15,4,65531,2,0,0,1
164594,271,1281,1290,0,2083,14,654.76,65535,5,6,0,0,0
164714,271,1281,1290,100,2085,65437,0.26,2,65527,1,0,0,0
164804,271,1281,1290,200,2095,55,1.06,2,65534,65529,0,1,0
164924,271,1281,1290,300,2003,65227,2.06,65533,65534,3,0,0,0
164999,271,1281,1290,400,2105,65483,0.10,65535,65528,6,0,1,0
165119,271,1281,1290,500,2052,43,0.58,65535,9,65535,0,0,0
165194,271,1281,1290,600,2040,65511,0.21,3,65529,3,0,0,0
165329,271,1281,1290,700,2106,65397,654.87,2,5,65526,0,0,0
165404,271,1281,1290,800,2072,65426,655.26,65528,65529,4,0,0,0
165524,271,1281,1290,900,2065,65528,0.61,1,2,65534,0,0,0
165629,271,1281,1546,0,2023,65429,0.14,65534,65532,2,0,0,0
165719,271,1281,1546,100,2040,143,655.33,65533,65533,4,0,1,0
165809,271,1281,1546,200,2042,65464,1.60,0,65535,6,0,0,0
165929,271,1281,1546,300,2068,39,0.03,65532,65529,1,0,0,0
166034,271,1281,1546,400,2095,65425,654.91,1,10,0,0,0,0
166124,271,1281,1546,500,2072,35,0.74,65534,65527,1,1,0,0
166229,271,1281,1546,600,2049,41,0.46,1,9,65532,0,0,65535
166334,271,1281,1546,700,2127,65493,654.72,0,65528,0,0,65535,0
166409,271,1281,1546,800,2028,68,0.11,0,0,65533,0,0,0
166529,271,1281,1546,900,2019,65522,0.01,2,65532,2,0,0,0
166604,271,1281,1802,0,2118,126,0.21,65535,65531,8,0,1,0
166740,271,1281,1802,100,2144,65416,655.12,65534,11,8,0,0,65535
166814,271,1281,1802,200,2045,33,0.28,65534,65524,0,0,0,1
166934,271,1281,1802,300,2033,65440,655.07,2,6,65529,0,0,0
167009,271,1281,1802,400,2072,65442,0.48,65534,65532,4,0,0,0
167144,271,1281,1802,500,2121,65500,1.56,65535,65531,4,0,65535,0
167220,271,1281,1802,600,2021,65413,655.27,0,8,5,0,0,0
167369,271,1281,1802,700,1964,65318,1.71,3,65530,3,0,65535,1
167444,271,1281,1802,800,2038,74,0.77,0,4,65530,0,65535,0
167549,271,1281,1802,900,1952,65377,0.29,65534,65531,3,0,0,1
167639,271,1281,2058,0,2094,65462,655.12,65529,65534,3,0,0,0
167759,271,1281,2058,100,2074,65381,655.05,65532,4,1,0,0,0
167850,271,1281,2058,200,2049,18,654.92,2,65530,0,0,0,0
168045,271,1281,2058,400,2026,35,654.89,65533,65528,65534,0,0,1
168149,271,1281,2058,500,2070,26,0.91,65531,65534,65534,0,0,0
168255,271,1281,2058,600,2047,65402,654.52,65534,65535,1,0,0,0
168344,271,1281,2058,700,2087,243,655.17,0,65531,1,0,1,0
168450,271,1281,2058,800,2071,65317,654.17,2,12,65532,0,0,65535
168554,271,1281,2058,900,2049,110,655.00,0,65526,4,0,0,0
168660,271,1281,2314,0,2045,56,654.83,0,0,65530,0,65535,0
168765,271,1281,2314,100,1994,65464,0.58,65534,65534,0,0,0,1
168827,271,1281,2314,200,2165,65533,0.60,6,65525,11,0,0,0
168975,271,1281,2314,300,2012,65307,0.03,0,13,3,0,0,0
169049,271,1281,2314,400,2141,65406,1.00,0,65525,0,0,0,0
