Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
129077,0,0,0,0,0,0,21.71,0,0,0,0,0,0
129197,0,0,0,0,0,0,21.40,0,0,0,0,0,0
129287,0,0,0,0,0,0,21.71,0,0,0,0,0,0
129407,0,0,0,0,0,0,21.78,0,0,0,0,0,0
129497,0,0,0,0,0,0,21.46,0,0,0,0,0,0
129602,0,0,0,0,0,0,21.40,0,0,0,0,0,0
129677,0,0,0,0,0,0,21.65,0,0,0,0,0,0
129812,0,0,0,0,0,0,21.59,0,0,0,0,0,0
129887,0,0,0,0,0,0,21.46,0,0,0,0,0,0
130007,0,0,0,0,0,0,21.59,0,0,0,0,0,0
130083,0,0,0,0,0,0,21.27,0,0,0,0,0,0
130217,0,0,0,0,0,0,21.34,0,0,0,0,0,0
130292,0,0,0,0,0,0,21.78,0,0,0,0,0,0
130412,0,0,0,0,0,0,21.59,0,0,0,0,0,0
130502,0,0,0,0,0,0,21.59,0,0,0,0,0,0
130622,0,0,0,0,0,0,21.65,0,0,0,0,0,0
130697,0,0,0,0,0,0,21.40,0,0,0,0,0,0
130832,0,0,0,0,0,0,21.59,0,0,0,0,0,0
130907,0,0,0,0,0,0,21.59,0,0,0,0,0,0
131012,0,0,0,0,0,0,21.46,0,0,0,0,0,0
131117,0,0,0,0,0,0,21.65,0,0,0,0,0,0
131207,0,0,0,0,0,0,21.59,0,0,0,0,0,0
131312,0,0,0,0,0,0,21.65,0,0,0,0,0,0
131417,0,0,0,0,0,0,21.65,0,0,0,0,0,0
131522,0,0,0,0,0,0,21.40,0,0,0,0,0,0
131627,0,0,0,0,0,0,21.59,0,0,0,0,0,0
131734,0,0,0,0,0,0,21.65,0,0,0,0,0,0
131823,0,0,0,0,0,0,21.59,0,0,0,0,0,0
131927,0,0,0,0,0,0,21.34,0,0,0,0,0,0
132032,0,0,0,0,0,0,21.40,0,0,0,0,0,0
132137,0,0,0,0,0,0,21.40,0,0,0,0,0,0
132242,0,0,0,0,0,0,21.34,0,0,0,0,0,0
132332,0,0,0,0,0,0,21.59,0,0,0,0,0,0
132438,0,0,0,0,0,0,21.78,0,0,0,0,0,0
132498,0,0,0,0,0,0,21.65,0,0,0,0,0,0
132648,0,0,0,0,0,0,21.40,0,0,0,0,0,0
132708,0,0,0,0,0,0,21.46,0,0,0,0,0,0
132858,0,0,0,0,0,0,21.59,0,0,0,0,0,0
132903,0,0,0,0,0,0,21.27,0,0,0,0,0,0
133053,0,0,0,0,0,0,21.40,0,0,0,0,0,0
133113,0,0,0,0,0,0,21.46,0,0,0,0,0,0
133263,0,0,0,0,0,0,21.40,0,0,0,0,0,0
133308,0,0,0,0,0,0,21.40,0,0,0,0,0,0
133429,0,0,0,0,0,0,21.59,0,0,0,0,0,0
133518,0,0,0,0,0,0,21.21,0,0,0,0,0,0
133668,0,0,0,0,0,0,21.40,0,0,0,0,0,0
133713,0,0,0,0,0,0,21.40,0,0,0,0,0,0
133833,0,0,0,0,0,0,21.46,0,0,0,0,0,0
133908,0,0,0,0,0,0,21.40,0,0,0,0,0,0
134028,0,0,0,0,0,0,21.59,0,0,0,0,0,0
134118,0,0,0,0,0,0,21.71,0,0,0,0,0,0
134238,0,0,0,0,0,0,21.40,0,0,0,0,0,0
134313,0,0,0,0,0,0,21.59,0,0,0,0,0,0
134433,0,0,0,0,0,0,21.40,0,0,0,0,0,0
134523,0,0,0,0,0,0,21.46,0,0,0,0,0,0
134643,0,0,0,0,0,0,21.78,0,0,0,0,0,0
134718,0,0,0,0,0,0,21.34,0,0,0,0,0,0
134838,0,0,0,0,0,0,21.65,0,0,0,0,0,0
134928,0,0,0,0,0,0,21.59,0,0,0,0,0,0
135048,0,0,0,0,0,0,21.46,0,0,0,0,0,0
135123,0,0,0,0,0,0,21.59,0,0,0,0,0,0
135244,0,0,0,0,0,0,21.46,0,0,0,0,0,0
135333,0,0,0,0,0,0,21.40,0,0,0,0,0,0
135438,0,0,0,0,0,0,21.40,0,0,0,0,0,0
135543,0,0,0,0,0,0,21.46,0,0,0,0,0,0
135648,0,0,0,0,0,0,21.65,0,0,0,0,0,0
135723,0,0,0,0,0,0,21.65,0,0,0,0,0,0
135843,0,0,0,0,0,0,21.34,0,0,0,0,0,0
135948,0,0,0,0,0,0,21.71,0,0,0,0,0,0
136053,0,0,0,0,0,0,21.46,0,0,0,0,0,0
136128,0,0,0,0,0,0,21.40,0,0,0,0,0,0
136248,0,0,0,0,0,0,21.65,0,0,0,0,0,0
136338,0,0,0,0,0,0,21.40,0,0,0,0,0,0
136458,0,0,0,0,0,0,21.27,0,0,0,0,0,0
136533,0,0,0,0,0,0,21.34,0,0,0,0,0,0
136668,0,0,0,0,0,0,21.65,0,0,0,0,0,0
136743,0,0,0,0,0,0,21.59,0,0,0,0,0,0
136848,0,0,0,0,0,0,21.46,0,0,0,0,0,0
136954,0,0,0,0,0,0,21.46,0,0,0,0,0,0
137073,0,0,0,0,0,0,21.59,0,0,0,0,0,0
137148,0,0,0,0,0,0,21.34,0,0,0,0,0,0
137253,0,0,0,0,0,0,21.65,0,0,0,0,0,0
137358,0,0,0,0,0,0,21.71,0,0,0,0,0,0
137463,0,0,0,0,0,0,21.65,0,0,0,0,0,0
137568,0,0,0,0,0,0,21.59,0,0,0,0,0,0
137658,0,0,0,0,0,0,21.78,0,0,0,0,0,0
137763,0,0,0,0,0,0,21.59,0,0,0,0,0,0
137868,0,0,0,0,0,0,21.46,0,0,0,0,0,0
137973,0,0,0,0,0,0,21.65,0,0,0,0,0,0
138078,0,0,0,0,0,0,21.65,0,0,0,0,0,0
138139,0,0,0,0,0,0,21.46,0,0,0,0,0,0
138273,0,0,0,0,0,0,21.71,0,0,0,0,0,0
138378,0,0,0,0,0,0,21.40,0,0,0,0,0,0
138483,0,0,0,0,0,0,21.40,0,0,0,0,0,0
138543,0,0,0,0,0,0,21.46,0,0,0,0,0,0
138694,0,0,0,0,0,0,21.46,0,0,0,0,0,0
138754,0,0,0,0,0,0,21.84,0,0,0,0,0,0
138888,0,0,0,0,0,0,21.65,0,0,0,0,0,0
138948,0,0,0,0,0,0,21.59,0,0,0,0,0,0
139098,0,0,0,0,0,0,21.65,0,0,0,0,0,0
139143,0,0,0,0,0,0,21.40,0,0,0,0,0,0
139308,0,0,0,0,0,0,21.59,0,0,0,0,0,0
139353,0,0,0,0,0,0,21.40,0,0,0,0,0,0
139503,0,0,0,0,0,0,21.40,0,0,0,0,0,0
139548,0,0,0,0,0,0,21.65,0,0,0,0,0,0
139668,0,0,0,0,0,0,21.65,0,0,0,0,0,0
139758,0,0,0,0,0,0,21.40,0,0,0,0,0,0
139880,0,0,0,0,0,0,21.59,0,0,0,0,0,0
139953,0,0,0,0,0,0,21.40,0,0,0,0,0,0
140073,0,0,0,0,0,0,21.46,0,0,0,0,0,0
