Temps,Amplitude
1206726.0000,0
1206726.0625,0
1206726.1250,0
1206726.1875,0
1206726.2500,0
1206726.3125,0
1206726.3750,0
1206726.4375,0
1206726.5000,0
1206726.5625,0
1206726.6250,0
1206726.6875,0
1206726.7500,0
1206726.8125,0
1206726.8750,0
1206726.9375,0
1206727.0000,0
1206727.0625,0
1206727.1250,0
1206727.1875,0
1206727.2500,0
1206727.3125,0
1206727.3750,0
1206727.4375,0
1206727.5000,0
1206727.5625,0
1206727.6250,0
1206727.6875,0
1206727.7500,0
1206727.8125,0
1206727.8750,0
1206727.9375,0
1206728.0000,0
1206728.0625,0
1206728.1250,0
1206728.1875,0
1206728.2500,0
1206728.3125,0
1206728.3750,0
1206728.4375,0
1206728.5000,0
1206728.5625,0
1206728.6250,0
1206728.6875,0
1206728.7500,0
1206728.8125,0
1206728.8750,0
1206728.9375,0
1206729.0000,0
1206729.0625,0
1206729.1250,0
1206729.1875,0
1206729.2500,0
1206729.3125,0
1206729.3750,0
1206729.4375,0
1206729.5000,0
1206729.5625,0
1206729.6250,0
1206729.6875,0
1206729.7500,0
1206729.8125,0
1206729.8750,0
1206729.9375,0
1206730.0000,0
1206730.0625,0
1206730.1250,0
1206730.1875,0
1206730.2500,0
1206730.3125,0
1206730.3750,0
1206730.4375,0
1206730.5000,0
1206730.5625,0
1206730.6250,0
1206730.6875,0
1206730.7500,0
1206730.8125,0
1206730.8750,0
1206730.9375,0
1206731.0000,0
1206731.0625,0
1206731.1250,0
1206731.1875,0
1206731.2500,0
1206731.3125,0
1206731.3750,0
1206731.4375,0
1206731.5000,0
1206731.5625,0
1206731.6250,0
1206731.6875,0
1206731.7500,0
1206731.8125,0
1206731.8750,0
1206731.9375,0
1206732.0000,0
1206732.0625,0
1206732.1250,0
1206732.1875,0
1206732.2500,0
1206732.3125,0
1206732.3750,0
1206732.4375,0
1206732.5000,0
1206732.5625,0
1206732.6250,0
1206732.6875,0
1206732.7500,0
1206732.8125,0
1206732.8750,0
1206732.9375,0
1206733.0000,0
1206733.0625,0
1206733.1250,0
1206733.1875,0
1206733.2500,0
1206733.3125,0
1206733.3750,0
1206733.4375,0
1206733.5000,0
1206733.5625,0
1206733.6250,0
1206733.6875,0
1206733.7500,0
1206733.8125,0
1206733.8750,0
1206733.9375,0
1206727.0000,0
1206727.0625,0
1206727.1250,0
1206727.1875,0
1206727.2500,0
1206727.3125,0
1206727.3750,0
1206727.4375,0
1206727.5000,0
1206727.5625,0
1206727.6250,0
1206727.6875,0
1206727.7500,0
1206727.8125,0
1206727.8750,0
1206727.9375,0
1206728.0000,0
1206728.0625,0
1206728.1250,0
1206728.1875,0
1206728.2500,0
1206728.3125,0
1206728.3750,0
1206728.4375,0
1206728.5000,0
1206728.5625,0
1206728.6250,0
1206728.6875,0
1206728.7500,0
1206728.8125,0
1206728.8750,0
1206728.9375,0
1206729.0000,0
1206729.0625,0
1206729.1250,0
1206729.1875,0
1206729.2500,0
1206729.3125,0
1206729.3750,0
1206729.4375,0
1206729.5000,0
1206729.5625,0
1206729.6250,0
1206729.6875,0
1206729.7500,0
1206729.8125,0
1206729.8750,0
1206729.9375,0
1206730.0000,0
1206730.0625,0
1206730.1250,0
1206730.1875,0
1206730.2500,0
1206730.3125,0
1206730.3750,0
1206730.4375,0
1206730.5000,0
1206730.5625,0
1206730.6250,0
1206730.6875,0
1206730.7500,0
1206730.8125,0
1206730.8750,0
1206730.9375,0
1206731.0000,0
1206731.0625,0
1206731.1250,0
1206731.1875,0
1206731.2500,0
1206731.3125,0
1206731.3750,0
1206731.4375,0
1206731.5000,0
1206731.5625,0
1206731.6250,0
1206731.6875,0
1206731.7500,0
1206731.8125,0
1206731.8750,0
1206731.9375,0
1206732.0000,0
1206732.0625,0
1206732.1250,0
1206732.1875,0
1206732.2500,0
1206732.3125,0
1206732.3750,0
1206732.4375,0
1206732.5000,0
1206732.5625,0
1206732.6250,0
1206732.6875,0
1206732.7500,0
1206732.8125,0
1206732.8750,0
1206732.9375,0
1206733.0000,0
1206733.0625,0
1206733.1250,0
1206733.1875,0
1206733.2500,0
1206733.3125,0
1206733.3750,0
1206733.4375,0
1206733.5000,0
1206733.5625,0
1206733.6250,0
1206733.6875,0
1206733.7500,0
1206733.8125,0
1206733.8750,0
1206733.9375,0
1206734.0000,0
1206734.0625,0
1206734.1250,0
1206734.1875,0
1206734.2500,0
1206734.3125,0
1206734.3750,0
1206734.4375,0
1206734.5000,0
1206734.5625,0
1206734.6250,0
1206734.6875,0
1206734.7500,0
1206734.8125,0
1206734.8750,0
1206734.9375,0
1206729.0000,0
1206729.0625,0
1206729.1250,0
1206729.1875,0
1206729.2500,0
1206729.3125,0
1206729.3750,0
1206729.4375,0
1206729.5000,0
1206729.5625,0
1206729.6250,0
1206729.6875,0
1206729.7500,0
1206729.8125,0
1206729.8750,0
1206729.9375,0
1206730.0000,0
1206730.0625,0
1206730.1250,0
1206730.1875,0
1206730.2500,0
1206730.3125,0
1206730.3750,0
1206730.4375,0
1206730.5000,0
1206730.5625,0
1206730.6250,0
1206730.6875,0
1206730.7500,0
1206730.8125,0
1206730.8750,0
1206730.9375,0
1206731.0000,0
1206731.0625,0
1206731.1250,0
1206731.1875,0
1206731.2500,0
1206731.3125,0
1206731.3750,0
1206731.4375,0
1206731.5000,0
1206731.5625,0
1206731.6250,0
1206731.6875,0
1206731.7500,0
1206731.8125,0
1206731.8750,0
1206731.9375,0
1206732.0000,0
1206732.0625,0
1206732.1250,0
1206732.1875,0
1206732.2500,0
1206732.3125,0
1206732.3750,0
1206732.4375,0
1206732.5000,0
1206732.5625,0
1206732.6250,0
1206732.6875,0
1206732.7500,0
1206732.8125,0
1206732.8750,0
1206732.9375,0
1206733.0000,0
1206733.0625,0
1206733.1250,0
1206733.1875,0
1206733.2500,0
1206733.3125,0
1206733.3750,0
1206733.4375,0
1206733.5000,0
1206733.5625,0
1206733.6250,0
1206733.6875,0
1206733.7500,0
1206733.8125,0
1206733.8750,0
1206733.9375,0
1206734.0000,0
1206734.0625,0
1206734.1250,0
1206734.1875,0
1206734.2500,0
1206734.3125,0
1206734.3750,0
1206734.4375,0
1206734.5000,0
1206734.5625,0
1206734.6250,0
1206734.6875,0
1206734.7500,0
1206734.8125,0
1206734.8750,0
1206734.9375,0
1206735.0000,0
1206735.0625,0
1206735.1250,0
1206735.1875,0
1206735.2500,0
1206735.3125,0
1206735.3750,0
1206735.4375,0
1206735.5000,0
1206735.5625,0
1206735.6250,0
1206735.6875,0
1206735.7500,0
1206735.8125,0
1206735.8750,0
1206735.9375,0
1206736.0000,0
1206736.0625,0
1206736.1250,0
1206736.1875,0
1206736.2500,0
1206736.3125,0
1206736.3750,0
1206736.4375,0
1206736.5000,0
1206736.5625,0
1206736.6250,0
1206736.6875,0
1206736.7500,0
1206736.8125,0
1206736.8750,0
1206736.9375,0
1206730.0000,0
1206730.0625,0
1206730.1250,0
1206730.1875,0
1206730.2500,0
1206730.3125,0
1206730.3750,0
1206730.4375,0
1206730.5000,0
1206730.5625,0
1206730.6250,0
1206730.6875,0
1206730.7500,0
1206730.8125,0
1206730.8750,0
1206730.9375,0
1206731.0000,0
1206731.0625,0
1206731.1250,0
1206731.1875,0
1206731.2500,0
1206731.3125,0
1206731.3750,0
1206731.4375,0
1206731.5000,0
1206731.5625,0
1206731.6250,0
1206731.6875,0
1206731.7500,0
1206731.8125,0
1206731.8750,0
1206731.9375,0
1206732.0000,0
1206732.0625,0
1206732.1250,0
1206732.1875,0
1206732.2500,0
1206732.3125,0
1206732.3750,0
