Temps,Amplitude
4118979.0000,0
4118979.0625,0
4118979.1250,0
4118979.1875,0
4118979.2500,0
4118979.3125,0
4118979.3750,0
4118979.4375,0
4118979.5000,0
4118979.5625,0
4118979.6250,0
4118979.6875,0
4118979.7500,0
4118979.8125,0
4118979.8750,0
4118979.9375,0
4118980.0000,0
4118980.0625,0
4118980.1250,0
4118980.1875,0
4118980.2500,0
4118980.3125,0
4118980.3750,0
4118980.4375,0
4118980.5000,0
4118980.5625,0
4118980.6250,0
4118980.6875,0
4118980.7500,0
4118980.8125,0
4118980.8750,0
4118980.9375,0
4118981.0000,0
4118981.0625,0
4118981.1250,0
4118981.1875,0
4118981.2500,0
4118981.3125,0
4118981.3750,0
4118981.4375,0
4118981.5000,0
4118981.5625,0
4118981.6250,0
4118981.6875,0
4118981.7500,0
4118981.8125,0
4118981.8750,0
4118981.9375,0
4118982.0000,0
4118982.0625,0
4118982.1250,0
4118982.1875,0
4118982.2500,0
4118982.3125,0
4118982.3750,0
4118982.4375,0
4118982.5000,0
4118982.5625,0
4118982.6250,0
4118982.6875,0
4118982.7500,0
4118982.8125,0
4118982.8750,0
4118982.9375,0
4118983.0000,0
4118983.0625,0
4118983.1250,0
4118983.1875,0
4118983.2500,0
4118983.3125,0
4118983.3750,0
4118983.4375,0
4118983.5000,0
4118983.5625,0
4118983.6250,0
4118983.6875,0
4118983.7500,0
4118983.8125,0
4118983.8750,0
4118983.9375,0
4118984.0000,0
4118984.0625,0
4118984.1250,0
4118984.1875,0
4118984.2500,0
4118984.3125,0
4118984.3750,0
4118984.4375,0
4118984.5000,0
4118984.5625,0
4118984.6250,0
4118984.6875,0
4118984.7500,0
4118984.8125,0
4118984.8750,0
4118984.9375,0
4118985.0000,0
4118985.0625,0
4118985.1250,0
4118985.1875,0
4118985.2500,0
4118985.3125,0
4118985.3750,0
4118985.4375,0
4118985.5000,0
4118985.5625,0
4118985.6250,0
4118985.6875,0
4118985.7500,0
4118985.8125,0
4118985.8750,0
