Temps,Amplitude
3470259.0000,0
3470259.0625,0
3470259.1250,0
3470259.1875,0
3470259.2500,0
3470259.3125,0
3470259.3750,0
3470259.4375,0
3470259.5000,0
3470259.5625,0
3470259.6250,0
3470259.6875,0
3470259.7500,0
3470259.8125,0
3470259.8750,0
3470259.9375,0
3470260.0000,0
3470260.0625,0
3470260.1250,0
3470260.1875,0
3470260.2500,0
3470260.3125,0
3470260.3750,0
3470260.4375,0
3470260.5000,0
3470260.5625,0
3470260.6250,0
3470260.6875,0
3470260.7500,0
3470260.8125,0
3470260.8750,0
3470260.9375,0
3470261.0000,0
3470261.0625,0
3470261.1250,0
3470261.1875,0
3470261.2500,0
3470261.3125,0
3470261.3750,0
3470261.4375,0
3470261.5000,0
3470261.5625,0
3470261.6250,0
3470261.6875,0
3470261.7500,0
3470261.8125,0
3470261.8750,0
3470261.9375,0
3470262.0000,0
3470262.0625,0
3470262.1250,0
3470262.1875,0
3470262.2500,0
3470262.3125,0
3470262.3750,0
3470262.4375,0
3470262.5000,0
3470262.5625,0
3470262.6250,0
3470262.6875,0
3470262.7500,0
3470262.8125,0
3470262.8750,0
3470262.9375,0
3470263.0000,0
3470263.0625,0
3470263.1250,0
3470263.1875,0
3470263.2500,0
3470263.3125,0
3470263.3750,0
3470263.4375,0
3470263.5000,0
3470263.5625,0
3470263.6250,0
3470263.6875,0
3470263.7500,0
3470263.8125,0
3470263.8750,0
3470263.9375,0
3470264.0000,0
3470264.0625,0
3470264.1250,0
3470264.1875,0
3470264.2500,0
3470264.3125,0
3470264.3750,0
3470264.4375,0
3470264.5000,0
3470264.5625,0
3470264.6250,0
3470264.6875,0
3470264.7500,0
3470264.8125,0
3470264.8750,0
3470264.9375,0
3470265.0000,0
3470265.0625,0
3470265.1250,0
3470265.1875,0
3470265.2500,0
3470265.3125,0
3470265.3750,0
3470265.4375,0
3470265.5000,0
3470265.5625,0
3470265.6250,0
3470265.6875,0
3470265.7500,0
3470265.8125,0
3470265.8750,0
3470265.9375,0
3470266.0000,0
3470266.0625,0
3470266.1250,0
3470266.1875,0
3470266.2500,0
3470266.3125,0
3470266.3750,0
3470266.4375,0
3470266.5000,0
3470266.5625,0
3470266.6250,0
3470266.6875,0
3470266.7500,0
3470266.8125,0
3470266.8750,0
3470266.9375,0
3470260.0000,0
3470260.0625,0
3470260.1250,0
3470260.1875,0
3470260.2500,0
3470260.3125,0
3470260.3750,0
3470260.4375,0
3470260.5000,0
3470260.5625,0
3470260.6250,0
3470260.6875,0
3470260.7500,0
3470260.8125,0
3470260.8750,0
3470260.9375,0
3470261.0000,0
3470261.0625,0
3470261.1250,0
3470261.1875,0
3470261.2500,0
3470261.3125,0
3470261.3750,0
3470261.4375,0
3470261.5000,0
3470261.5625,0
3470261.6250,0
3470261.6875,0
3470261.7500,0
3470261.8125,0
3470261.8750,0
3470261.9375,0
3470262.0000,0
3470262.0625,0
3470262.1250,0
3470262.1875,0
3470262.2500,0
3470262.3125,0
3470262.3750,0
3470262.4375,0
3470262.5000,0
3470262.5625,0
3470262.6250,0
3470262.6875,0
3470262.7500,0
3470262.8125,0
3470262.8750,0
3470262.9375,0
3470263.0000,0
3470263.0625,0
3470263.1250,0
3470263.1875,0
3470263.2500,0
3470263.3125,0
3470263.3750,0
3470263.4375,0
3470263.5000,0
3470263.5625,0
3470263.6250,0
3470263.6875,0
3470263.7500,0
3470263.8125,0
3470263.8750,0
3470263.9375,0
3470264.0000,0
3470264.0625,0
3470264.1250,0
3470264.1875,0
3470264.2500,0
3470264.3125,0
3470264.3750,0
3470264.4375,0
3470264.5000,0
3470264.5625,0
3470264.6250,0
3470264.6875,0
3470264.7500,0
3470264.8125,0
3470264.8750,0
3470264.9375,0
3470265.0000,0
3470265.0625,0
3470265.1250,0
3470265.1875,0
3470265.2500,0
3470265.3125,0
3470265.3750,0
3470265.4375,0
3470265.5000,0
3470265.5625,0
3470265.6250,0
3470265.6875,0
3470265.7500,0
3470265.8125,0
3470265.8750,0
3470265.9375,0
3470266.0000,0
3470266.0625,0
3470266.1250,0
3470266.1875,0
3470266.2500,0
3470266.3125,0
3470266.3750,0
3470266.4375,0
3470266.5000,0
3470266.5625,0
3470266.6250,0
3470266.6875,0
3470266.7500,0
3470266.8125,0
3470266.8750,0
3470266.9375,0
3470267.0000,0
3470267.0625,0
3470267.1250,0
3470267.1875,0
3470267.2500,0
3470267.3125,0
3470267.3750,0
3470267.4375,0
3470267.5000,0
3470267.5625,0
3470267.6250,0
3470267.6875,0
3470267.7500,0
3470267.8125,0
3470267.8750,0
3470267.9375,0
3470262.0000,0
3470262.0625,0
3470262.1250,0
3470262.1875,0
3470262.2500,0
3470262.3125,0
3470262.3750,0
3470262.4375,0
3470262.5000,0
3470262.5625,0
3470262.6250,0
3470262.6875,0
3470262.7500,0
3470262.8125,0
3470262.8750,0
3470262.9375,0
3470263.0000,0
3470263.0625,0
3470263.1250,0
3470263.1875,0
3470263.2500,0
3470263.3125,0
3470263.3750,0
3470263.4375,0
3470263.5000,0
3470263.5625,0
3470263.6250,0
3470263.6875,0
3470263.7500,0
3470263.8125,0
3470263.8750,0
3470263.9375,0
3470264.0000,0
3470264.0625,0
3470264.1250,0
3470264.1875,0
3470264.2500,0
3470264.3125,0
3470264.3750,0
3470264.4375,0
3470264.5000,0
3470264.5625,0
3470264.6250,0
3470264.6875,0
3470264.7500,0
3470264.8125,0
3470264.8750,0
3470264.9375,0
3470265.0000,0
3470265.0625,0
3470265.1250,0
3470265.1875,0
3470265.2500,0
3470265.3125,0
3470265.3750,0
3470265.4375,0
3470265.5000,0
3470265.5625,0
3470265.6250,0
3470265.6875,0
3470265.7500,0
3470265.8125,0
3470265.8750,0
3470265.9375,0
3470266.0000,0
3470266.0625,0
3470266.1250,0
3470266.1875,0
3470266.2500,0
3470266.3125,0
3470266.3750,0
3470266.4375,0
3470266.5000,0
3470266.5625,0
3470266.6250,0
3470266.6875,0
3470266.7500,0
3470266.8125,0
3470266.8750,0
3470266.9375,0
3470267.0000,0
3470267.0625,0
3470267.1250,0
3470267.1875,0
3470267.2500,0
3470267.3125,0
3470267.3750,0
3470267.4375,0
3470267.5000,0
3470267.5625,0
3470267.6250,0
3470267.6875,0
3470267.7500,0
3470267.8125,0
3470267.8750,0
3470267.9375,0
3470268.0000,0
3470268.0625,0
3470268.1250,0
3470268.1875,0
3470268.2500,0
3470268.3125,0
3470268.3750,0
3470268.4375,0
3470268.5000,0
3470268.5625,0
3470268.6250,0
3470268.6875,0
3470268.7500,0
3470268.8125,0
3470268.8750,0
3470268.9375,0
3470269.0000,0
3470269.0625,0
3470269.1250,0
3470269.1875,0
3470269.2500,0
3470269.3125,0
3470269.3750,0
3470269.4375,0
3470269.5000,0
3470269.5625,0
3470269.6250,0
3470269.6875,0
3470269.7500,0
3470269.8125,0
3470269.8750,0
3470269.9375,0
3470266.0000,0
3470266.0625,0
3470266.1250,0
3470266.1875,0
3470266.2500,0
