Temps,Amplitude
2650307.0000,0
2650307.0625,0
2650307.1250,0
2650307.1875,0
2650307.2500,0
2650307.3125,0
2650307.3750,0
2650307.4375,0
2650307.5000,0
2650307.5625,0
2650307.6250,0
2650307.6875,0
2650307.7500,0
2650307.8125,0
2650307.8750,0
2650307.9375,0
2650308.0000,0
2650308.0625,0
2650308.1250,0
2650308.1875,0
2650308.2500,0
2650308.3125,0
2650308.3750,0
2650308.4375,0
2650308.5000,0
2650308.5625,0
2650308.6250,0
2650308.6875,0
2650308.7500,0
2650308.8125,0
2650308.8750,0
2650308.9375,0
2650309.0000,0
2650309.0625,0
2650309.1250,0
2650309.1875,0
2650309.2500,0
2650309.3125,0
2650309.3750,0
2650309.4375,0
2650309.5000,0
2650309.5625,0
2650309.6250,0
2650309.6875,0
2650309.7500,0
2650309.8125,0
2650309.8750,0
2650309.9375,0
2650310.0000,0
2650310.0625,0
2650310.1250,0
2650310.1875,0
2650310.2500,0
2650310.3125,0
2650310.3750,0
2650310.4375,0
2650310.5000,0
2650310.5625,0
2650310.6250,0
2650310.6875,0
2650310.7500,0
2650310.8125,0
2650310.8750,0
2650310.9375,0
2650311.0000,0
2650311.0625,0
2650311.1250,0
2650311.1875,0
2650311.2500,0
2650311.3125,0
2650311.3750,0
2650311.4375,0
2650311.5000,0
2650311.5625,0
2650311.6250,0
2650311.6875,0
2650311.7500,0
2650311.8125,0
2650311.8750,0
2650311.9375,0
2650312.0000,0
2650312.0625,0
2650312.1250,0
2650312.1875,0
2650312.2500,0
2650312.3125,0
2650312.3750,0
2650312.4375,0
2650312.5000,0
2650312.5625,0
2650312.6250,0
2650312.6875,0
2650312.7500,0
2650312.8125,0
2650312.8750,0
2650312.9375,0
2650313.0000,0
2650313.0625,0
2650313.1250,0
2650313.1875,0
2650313.2500,0
2650313.3125,0
2650313.3750,0
2650313.4375,0
2650313.5000,0
2650313.5625,0
2650313.6250,0
2650313.6875,0
2650313.7500,0
2650313.8125,0
2650313.8750,0
2650313.9375,0
2650314.0000,0
2650314.0625,0
2650314.1250,0
2650314.1875,0
2650314.2500,0
2650314.3125,0
2650314.3750,0
2650314.4375,0
2650314.5000,0
2650314.5625,0
2650314.6250,0
2650314.6875,0
2650314.7500,0
2650314.8125,0
2650314.8750,0
2650314.9375,0
2650308.0000,0
2650308.0625,0
2650308.1250,0
2650308.1875,0
2650308.2500,0
2650308.3125,0
2650308.3750,0
2650308.4375,0
2650308.5000,0
2650308.5625,0
2650308.6250,0
2650308.6875,0
2650308.7500,0
2650308.8125,0
2650308.8750,0
2650308.9375,0
2650309.0000,0
2650309.0625,0
2650309.1250,0
2650309.1875,0
2650309.2500,0
2650309.3125,0
2650309.3750,0
2650309.4375,0
2650309.5000,0
2650309.5625,0
2650309.6250,0
2650309.6875,0
2650309.7500,0
2650309.8125,0
2650309.8750,0
2650309.9375,0
2650310.0000,0
2650310.0625,0
2650310.1250,0
2650310.1875,0
2650310.2500,0
2650310.3125,0
2650310.3750,0
2650310.4375,0
2650310.5000,0
2650310.5625,0
2650310.6250,0
2650310.6875,0
2650310.7500,0
2650310.8125,0
2650310.8750,0
2650310.9375,0
2650311.0000,0
2650311.0625,0
2650311.1250,0
2650311.1875,0
2650311.2500,0
2650311.3125,0
2650311.3750,0
2650311.4375,0
2650311.5000,0
2650311.5625,0
2650311.6250,0
2650311.6875,0
2650311.7500,0
2650311.8125,0
2650311.8750,0
2650311.9375,0
2650312.0000,0
2650312.0625,0
2650312.1250,0
2650312.1875,0
2650312.2500,0
2650312.3125,0
2650312.3750,0
2650312.4375,0
2650312.5000,0
2650312.5625,0
2650312.6250,0
2650312.6875,0
2650312.7500,0
2650312.8125,0
2650312.8750,0
2650312.9375,0
2650313.0000,0
2650313.0625,0
2650313.1250,0
2650313.1875,0
2650313.2500,0
2650313.3125,0
2650313.3750,0
2650313.4375,0
2650313.5000,0
2650313.5625,0
2650313.6250,0
2650313.6875,0
2650313.7500,0
2650313.8125,0
2650313.8750,0
2650313.9375,0
2650314.0000,0
2650314.0625,0
2650314.1250,0
2650314.1875,0
2650314.2500,0
2650314.3125,0
2650314.3750,0
2650314.4375,0
2650314.5000,0
2650314.5625,0
2650314.6250,0
2650314.6875,0
2650314.7500,0
2650314.8125,0
2650314.8750,0
2650314.9375,0
2650315.0000,0
2650315.0625,0
2650315.1250,0
2650315.1875,0
2650315.2500,0
2650315.3125,0
2650315.3750,0
2650315.4375,0
2650315.5000,0
2650315.5625,0
2650315.6250,0
2650315.6875,0
2650315.7500,0
2650315.8125,0
2650315.8750,0
2650315.9375,0
2650310.0000,0
2650310.0625,0
2650310.1250,0
2650310.1875,0
2650310.2500,0
2650310.3125,0
2650310.3750,0
2650310.4375,0
2650310.5000,0
2650310.5625,0
2650310.6250,0
2650310.6875,0
2650310.7500,0
2650310.8125,0
2650310.8750,0
2650310.9375,0
2650311.0000,0
2650311.0625,0
2650311.1250,0
2650311.1875,0
2650311.2500,0
2650311.3125,0
2650311.3750,0
2650311.4375,0
2650311.5000,0
2650311.5625,0
2650311.6250,0
2650311.6875,0
2650311.7500,0
2650311.8125,0
2650311.8750,0
2650311.9375,0
2650312.0000,0
2650312.0625,0
2650312.1250,0
2650312.1875,0
2650312.2500,0
2650312.3125,0
2650312.3750,0
2650312.4375,0
2650312.5000,0
2650312.5625,0
2650312.6250,0
2650312.6875,0
2650312.7500,0
2650312.8125,0
2650312.8750,0
2650312.9375,0
2650313.0000,0
2650313.0625,0
2650313.1250,0
2650313.1875,0
2650313.2500,0
2650313.3125,0
2650313.3750,0
2650313.4375,0
2650313.5000,0
2650313.5625,0
2650313.6250,0
2650313.6875,0
2650313.7500,0
2650313.8125,0
2650313.8750,0
2650313.9375,0
2650314.0000,0
2650314.0625,0
2650314.1250,0
2650314.1875,0
2650314.2500,0
2650314.3125,0
2650314.3750,0
2650314.4375,0
2650314.5000,0
2650314.5625,0
2650314.6250,0
2650314.6875,0
