Temps,Amplitude
1468614.0000,-814
1468614.0625,-802
1468614.1250,-743
1468614.1875,-703
1468614.2500,-584
1468614.3125,-540
1468614.3750,-525
1468614.4375,-631
1468614.5000,-625
1468614.5625,-605
1468614.6250,-696
1468614.6875,-721
1468614.7500,-708
1468614.8125,-776
1468614.8750,-826
1468614.9375,-777
1468615.0000,-680
1468615.0625,-703
1468615.1250,-734
1468615.1875,-683
1468615.2500,-627
1468615.3125,-620
1468615.3750,-520
1468615.4375,-469
1468615.5000,-369
1468615.5625,-352
1468615.6250,-244
1468615.6875,-197
1468615.7500,-163
1468615.8125,-47
1468615.8750,-21
1468615.9375,54
1468616.0000,196
1468616.0625,310
1468616.1250,213
1468616.1875,121
1468616.2500,90
1468616.3125,38
1468616.3750,18
1468616.4375,39
1468616.5000,-5
1468616.5625,-30
1468616.6250,-30
1468616.6875,-2
1468616.7500,-128
1468616.8125,-234
1468616.8750,-236
1468616.9375,-272
1468617.0000,-331
1468617.0625,-311
1468617.1250,-248
1468617.1875,-321
1468617.2500,-467
1468617.3125,-610
1468617.3750,-547
1468617.4375,-558
1468617.5000,-575
1468617.5625,-577
1468617.6250,-600
1468617.6875,-690
1468617.7500,-755
1468617.8125,-665
1468617.8750,-573
1468617.9375,-598
1468618.0000,-635
1468618.0625,-635
1468618.1250,-724
1468618.1875,-868
1468618.2500,-852
1468618.3125,-734
1468618.3750,-780
1468618.4375,-788
1468618.5000,-656
1468618.5625,-591
1468618.6250,-574
1468618.6875,-625
1468618.7500,-695
1468618.8125,-713
1468618.8750,-663
1468618.9375,-752
1468619.0000,-833
1468619.0625,-781
1468619.1250,-738
1468619.1875,-721
1468619.2500,-772
1468619.3125,-790
1468619.3750,-723
1468619.4375,-731
1468619.5000,-778
1468619.5625,-736
1468619.6250,-723
1468619.6875,-703
1468619.7500,-747
1468619.8125,-672
1468619.8750,-699
1468619.9375,-762
1468620.0000,-681
1468620.0625,-589
1468620.1250,-551
1468620.1875,-633
1468620.2500,-626
1468620.3125,-635
1468620.3750,-577
1468620.4375,-524
1468620.5000,-677
1468620.5625,-855
1468620.6250,-832
1468620.6875,-725
1468620.7500,-700
1468620.8125,-691
1468620.8750,-646
1468620.9375,-690
1468621.0000,-776
1468621.0625,-837
1468621.1250,-881
1468621.1875,-951
1468621.2500,-924
1468621.3125,-917
1468621.3750,-1017
1468621.4375,-1068
1468621.5000,-1079
1468621.5625,-1121
1468621.6250,-1169
1468621.6875,-1174
1468621.7500,-1032
1468621.8125,-1054
1468621.8750,-1121
1468621.9375,-1213
1468616.0000,-1275
1468616.0625,-1339
1468616.1250,-1272
1468616.1875,-1306
1468616.2500,-1382
1468616.3125,-1368
1468616.3750,-1317
1468616.4375,-1227
1468616.5000,-1317
1468616.5625,-1256
1468616.6250,-1210
1468616.6875,-1201
1468616.7500,-1207
1468616.8125,-1279
1468616.8750,-1207
1468616.9375,-1135
1468617.0000,-981
1468617.0625,-953
1468617.1250,-843
1468617.1875,-652
1468617.2500,-719
1468617.3125,-792
1468617.3750,-661
1468617.4375,-443
1468617.5000,-299
1468617.5625,-305
1468617.6250,-254
1468617.6875,-227
1468617.7500,-166
1468617.8125,-143
1468617.8750,-45
1468617.9375,20
1468618.0000,3
1468618.0625,41
1468618.1250,58
1468618.1875,14
1468618.2500,36
1468618.3125,140
1468618.3750,144
1468618.4375,93
1468618.5000,47
1468618.5625,-3
1468618.6250,-128
1468618.6875,-108
1468618.7500,-60
1468618.8125,-117
1468618.8750,-106
1468618.9375,-210
1468619.0000,-266
1468619.0625,-286
1468619.1250,-337
1468619.1875,-408
1468619.2500,-561
1468619.3125,-601
1468619.3750,-574
1468619.4375,-582
1468619.5000,-618
1468619.5625,-640
1468619.6250,-557
1468619.6875,-508
1468619.7500,-497
1468619.8125,-591
1468619.8750,-674
1468619.9375,-702
1468620.0000,-708
1468620.0625,-723
1468620.1250,-739
1468620.1875,-702
1468620.2500,-766
1468620.3125,-739
1468620.3750,-657
1468620.4375,-617
1468620.5000,-644
1468620.5625,-756
1468620.6250,-758
1468620.6875,-811
1468620.7500,-897
1468620.8125,-870
1468620.8750,-918
1468620.9375,-883
1468621.0000,-886
1468621.0625,-883
1468621.1250,-859
1468621.1875,-831
1468621.2500,-764
1468621.3125,-843
1468621.3750,-882
1468621.4375,-867
1468621.5000,-793
1468621.5625,-779
1468621.6250,-736
1468621.6875,-602
1468621.7500,-541
1468621.8125,-585
1468621.8750,-504
1468621.9375,-507
1468622.0000,-558
1468622.0625,-511
1468622.1250,-408
1468622.1875,-354
1468622.2500,-311
1468622.3125,-255
1468622.3750,-320
1468622.4375,-212
1468622.5000,-45
1468622.5625,-103
1468622.6250,-212
1468622.6875,-307
1468622.7500,-258
1468622.8125,-352
1468622.8750,-438
1468622.9375,-482
1468623.0000,-500
1468623.0625,-587
1468623.1250,-652
1468623.1875,-610
1468623.2500,-630
1468623.3125,-644
