Temps,Amplitude
296949.0000,0
296949.0625,0
296949.1250,0
296949.1875,0
296949.2500,0
296949.3125,0
296949.3750,0
296949.4375,0
296949.5000,0
296949.5625,0
296949.6250,0
296949.6875,0
296949.7500,0
296949.8125,0
296949.8750,0
296949.9375,0
296950.0000,0
296950.0625,0
296950.1250,0
296950.1875,0
296950.2500,0
296950.3125,0
296950.3750,0
296950.4375,0
296950.5000,0
296950.5625,0
296950.6250,0
296950.6875,0
296950.7500,0
296950.8125,0
296950.8750,0
296950.9375,0
296951.0000,0
296951.0625,0
296951.1250,0
296951.1875,0
296951.2500,0
296951.3125,0
296951.3750,0
296951.4375,0
296951.5000,0
296951.5625,0
296951.6250,0
296951.6875,0
296951.7500,0
296951.8125,0
296951.8750,0
296951.9375,0
296952.0000,0
296952.0625,0
296952.1250,0
296952.1875,0
296952.2500,0
296952.3125,0
296952.3750,0
296952.4375,0
296952.5000,0
296952.5625,0
296952.6250,0
296952.6875,0
296952.7500,0
296952.8125,0
296952.8750,0
296952.9375,0
296953.0000,0
296953.0625,0
296953.1250,0
296953.1875,0
296953.2500,0
296953.3125,0
296953.3750,0
296953.4375,0
296953.5000,0
296953.5625,0
296953.6250,0
296953.6875,0
296953.7500,0
296953.8125,0
296953.8750,0
296953.9375,0
296954.0000,0
296954.0625,0
296954.1250,0
296954.1875,0
296954.2500,0
296954.3125,0
296954.3750,0
296954.4375,0
296954.5000,0
296954.5625,0
296954.6250,0
296954.6875,0
296954.7500,0
296954.8125,0
296954.8750,0
296954.9375,0
296955.0000,0
296955.0625,0
296955.1250,0
296955.1875,0
296955.2500,0
296955.3125,0
296955.3750,0
296955.4375,0
296955.5000,0
296955.5625,0
296955.6250,0
296955.6875,0
296955.7500,0
296955.8125,0
296955.8750,0
296955.9375,0
296956.0000,0
296956.0625,0
296956.1250,0
296956.1875,0
296956.2500,0
296956.3125,0
296956.3750,0
296956.4375,0
296956.5000,0
296956.5625,0
296956.6250,0
296956.6875,0
296956.7500,0
296956.8125,0
296956.8750,0
296956.9375,0
296950.0000,0
296950.0625,0
296950.1250,0
296950.1875,0
296950.2500,0
296950.3125,0
296950.3750,0
296950.4375,0
296950.5000,0
296950.5625,0
296950.6250,0
296950.6875,0
296950.7500,0
296950.8125,0
296950.8750,0
296950.9375,0
296951.0000,0
296951.0625,0
296951.1250,0
296951.1875,0
296951.2500,0
296951.3125,0
296951.3750,0
296951.4375,0
296951.5000,0
296951.5625,0
296951.6250,0
296951.6875,0
296951.7500,0
296951.8125,0
296951.8750,0
296951.9375,0
296952.0000,0
296952.0625,0
296952.1250,0
296952.1875,0
296952.2500,0
296952.3125,0
296952.3750,0
296952.4375,0
296952.5000,0
296952.5625,0
296952.6250,0
296952.6875,0
296952.7500,0
296952.8125,0
296952.8750,0
296952.9375,0
296953.0000,0
296953.0625,0
296953.1250,0
296953.1875,0
296953.2500,0
296953.3125,0
296953.3750,0
296953.4375,0
296953.5000,0
296953.5625,0
296953.6250,0
296953.6875,0
296953.7500,0
296953.8125,0
