Temps,Amplitude
3857954.0000,0
3857954.0625,0
3857954.1250,0
3857954.1875,0
3857954.2500,0
3857954.3125,0
3857954.3750,0
3857954.4375,0
3857954.5000,0
3857954.5625,0
3857954.6250,0
3857954.6875,0
3857954.7500,0
3857954.8125,0
3857954.8750,0
3857954.9375,0
3857955.0000,0
3857955.0625,0
3857955.1250,0
3857955.1875,0
3857955.2500,0
3857955.3125,0
3857955.3750,0
3857955.4375,0
3857955.5000,0
3857955.5625,0
3857955.6250,0
3857955.6875,0
3857955.7500,0
3857955.8125,0
3857955.8750,0
3857955.9375,0
3857956.0000,0
3857956.0625,0
3857956.1250,0
3857956.1875,0
3857956.2500,0
3857956.3125,0
3857956.3750,0
3857956.4375,0
3857956.5000,0
3857956.5625,0
3857956.6250,0
3857956.6875,0
3857956.7500,0
3857956.8125,0
3857956.8750,0
3857956.9375,0
3857957.0000,0
3857957.0625,0
3857957.1250,0
3857957.1875,0
3857957.2500,0
3857957.3125,0
3857957.3750,0
3857957.4375,0
3857957.5000,0
3857957.5625,0
3857957.6250,0
3857957.6875,0
3857957.7500,0
3857957.8125,0
3857957.8750,0
3857957.9375,0
3857958.0000,0
3857958.0625,0
3857958.1250,0
3857958.1875,0
3857958.2500,0
3857958.3125,0
3857958.3750,0
3857958.4375,0
3857958.5000,0
3857958.5625,0
3857958.6250,0
3857958.6875,0
3857958.7500,0
3857958.8125,0
3857958.8750,0
3857958.9375,0
3857959.0000,0
3857959.0625,0
3857959.1250,0
3857959.1875,0
3857959.2500,0
3857959.3125,0
3857959.3750,0
3857959.4375,0
3857959.5000,0
3857959.5625,0
3857959.6250,0
3857959.6875,0
3857959.7500,0
3857959.8125,0
3857959.8750,0
3857959.9375,0
3857960.0000,0
3857960.0625,0
3857960.1250,0
3857960.1875,0
3857960.2500,0
3857960.3125,0
3857960.3750,0
3857960.4375,0
3857960.5000,0
3857960.5625,0
3857960.6250,0
3857960.6875,0
3857960.7500,0
3857960.8125,0
3857960.8750,0
3857960.9375,0
3857961.0000,0
3857961.0625,0
3857961.1250,0
3857961.1875,0
3857961.2500,0
3857961.3125,0
3857961.3750,0
3857961.4375,0
3857961.5000,0
3857961.5625,0
3857961.6250,0
3857961.6875,0
3857961.7500,0
3857961.8125,0
3857961.8750,0
3857961.9375,0
3857955.0000,0
3857955.0625,0
3857955.1250,0
3857955.1875,0
3857955.2500,0
3857955.3125,0
3857955.3750,0
3857955.4375,0
3857955.5000,0
3857955.5625,0
3857955.6250,0
3857955.6875,0
3857955.7500,0
3857955.8125,0
3857955.8750,0
3857955.9375,0
3857956.0000,0
3857956.0625,0
3857956.1250,0
3857956.1875,0
3857956.2500,0
3857956.3125,0
3857956.3750,0
3857956.4375,0
3857956.5000,0
3857956.5625,0
3857956.6250,0
3857956.6875,0
3857956.7500,0
3857956.8125,0
3857956.8750,0
3857956.9375,0
3857957.0000,0
3857957.0625,0
3857957.1250,0
3857957.1875,0
3857957.2500,0
3857957.3125,0
3857957.3750,0
3857957.4375,0
3857957.5000,0
3857957.5625,0
3857957.6250,0
3857957.6875,0
3857957.7500,0
3857957.8125,0
3857957.8750,0
3857957.9375,0
3857958.0000,0
3857958.0625,0
3857958.1250,0
3857958.1875,0
3857958.2500,0
3857958.3125,0
3857958.3750,0
3857958.4375,0
3857958.5000,0
3857958.5625,0
3857958.6250,0
3857958.6875,0
3857958.7500,0
3857958.8125,0
3857958.8750,0
3857958.9375,0
3857959.0000,0
3857959.0625,0
3857959.1250,0
3857959.1875,0
3857959.2500,0
3857959.3125,0
3857959.3750,0
3857959.4375,0
3857959.5000,0
3857959.5625,0
3857959.6250,0
3857959.6875,0
3857959.7500,0
3857959.8125,0
3857959.8750,0
3857959.9375,0
3857960.0000,0
3857960.0625,0
3857960.1250,0
3857960.1875,0
3857960.2500,0
3857960.3125,0
3857960.3750,0
3857960.4375,0
3857960.5000,0
3857960.5625,0
3857960.6250,0
3857960.6875,0
3857960.7500,0
3857960.8125,0
3857960.8750,0
3857960.9375,0
3857961.0000,0
3857961.0625,0
3857961.1250,0
3857961.1875,0
3857961.2500,0
3857961.3125,0
3857961.3750,0
3857961.4375,0
3857961.5000,0
3857961.5625,0
3857961.6250,0
3857961.6875,0
3857961.7500,0
3857961.8125,0
3857961.8750,0
3857961.9375,0
3857962.0000,0
3857962.0625,0
3857962.1250,0
3857962.1875,0
3857962.2500,0
3857962.3125,0
3857962.3750,0
3857962.4375,0
3857962.5000,0
3857962.5625,0
3857962.6250,0
3857962.6875,0
3857962.7500,0
3857962.8125,0
3857962.8750,0
3857962.9375,0
3857957.0000,0
3857957.0625,0
3857957.1250,0
3857957.1875,0
3857957.2500,0
3857957.3125,0
3857957.3750,0
3857957.4375,0
3857957.5000,0
3857957.5625,0
3857957.6250,0
3857957.6875,0
3857957.7500,0
3857957.8125,0
3857957.8750,0
3857957.9375,0
3857958.0000,0
3857958.0625,0
3857958.1250,0
3857958.1875,0
3857958.2500,0
3857958.3125,0
3857958.3750,0
3857958.4375,0
3857958.5000,0
3857958.5625,0
3857958.6250,0
3857958.6875,0
3857958.7500,0
3857958.8125,0
3857958.8750,0
3857958.9375,0
3857959.0000,0
3857959.0625,0
3857959.1250,0
3857959.1875,0
3857959.2500,0
3857959.3125,0
3857959.3750,0
3857959.4375,0
3857959.5000,0
3857959.5625,0
3857959.6250,0
3857959.6875,0
3857959.7500,0
3857959.8125,0
3857959.8750,0
3857959.9375,0
3857960.0000,0
3857960.0625,0
3857960.1250,0
3857960.1875,0
3857960.2500,0
3857960.3125,0
3857960.3750,0
3857960.4375,0
3857960.5000,0
3857960.5625,0
3857960.6250,0
3857960.6875,0
3857960.7500,0
3857960.8125,0
3857960.8750,0
