Temps,Amplitude
4229682.0000,0
4229682.0625,0
4229682.1250,0
4229682.1875,0
4229682.2500,0
4229682.3125,0
4229682.3750,0
4229682.4375,0
4229682.5000,0
4229682.5625,0
4229682.6250,0
4229682.6875,0
4229682.7500,0
4229682.8125,0
4229682.8750,0
4229682.9375,0
4229683.0000,0
4229683.0625,0
4229683.1250,0
4229683.1875,0
4229683.2500,0
4229683.3125,0
4229683.3750,0
4229683.4375,0
4229683.5000,0
4229683.5625,0
4229683.6250,0
4229683.6875,0
4229683.7500,0
4229683.8125,0
4229683.8750,0
4229683.9375,0
4229684.0000,0
4229684.0625,0
4229684.1250,0
4229684.1875,0
4229684.2500,0
4229684.3125,0
4229684.3750,0
4229684.4375,0
4229684.5000,0
4229684.5625,0
4229684.6250,0
4229684.6875,0
4229684.7500,0
4229684.8125,0
4229684.8750,0
4229684.9375,0
4229685.0000,0
4229685.0625,0
4229685.1250,0
4229685.1875,0
4229685.2500,0
4229685.3125,0
4229685.3750,0
4229685.4375,0
4229685.5000,0
4229685.5625,0
4229685.6250,0
4229685.6875,0
4229685.7500,0
4229685.8125,0
4229685.8750,0
4229685.9375,0
4229686.0000,0
4229686.0625,0
4229686.1250,0
4229686.1875,0
4229686.2500,0
4229686.3125,0
4229686.3750,0
4229686.4375,0
4229686.5000,0
4229686.5625,0
4229686.6250,0
4229686.6875,0
4229686.7500,0
4229686.8125,0
4229686.8750,0
4229686.9375,0
4229687.0000,0
4229687.0625,0
4229687.1250,0
4229687.1875,0
4229687.2500,0
4229687.3125,0
4229687.3750,0
4229687.4375,0
4229687.5000,0
4229687.5625,0
4229687.6250,0
4229687.6875,0
4229687.7500,0
4229687.8125,0
4229687.8750,0
4229687.9375,0
4229688.0000,0
4229688.0625,0
4229688.1250,0
4229688.1875,0
4229688.2500,0
4229688.3125,0
4229688.3750,0
4229688.4375,0
4229688.5000,0
4229688.5625,0
4229688.6250,0
4229688.6875,0
4229688.7500,0
4229688.8125,0
4229688.8750,0
4229688.9375,0
4229689.0000,0
4229689.0625,0
4229689.1250,0
4229689.1875,0
4229689.2500,0
4229689.3125,0
4229689.3750,0
4229689.4375,0
4229689.5000,0
4229689.5625,0
4229689.6250,0
4229689.6875,0
4229689.7500,0
4229689.8125,0
4229689.8750,0
4229689.9375,0
