Temps,Amplitude
1890880.0000,0
1890880.0625,0
1890880.1250,0
1890880.1875,0
1890880.2500,0
1890880.3125,0
1890880.3750,0
1890880.4375,0
1890880.5000,0
1890880.5625,0
1890880.6250,0
1890880.6875,0
1890880.7500,0
1890880.8125,0
1890880.8750,0
1890880.9375,0
1890881.0000,0
1890881.0625,0
1890881.1250,0
1890881.1875,0
1890881.2500,0
1890881.3125,0
1890881.3750,0
1890881.4375,0
1890881.5000,0
1890881.5625,0
1890881.6250,0
1890881.6875,0
1890881.7500,0
1890881.8125,0
1890881.8750,0
1890881.9375,0
1890882.0000,0
1890882.0625,0
1890882.1250,0
1890882.1875,0
1890882.2500,0
1890882.3125,0
1890882.3750,0
1890882.4375,0
1890882.5000,0
1890882.5625,0
1890882.6250,0
1890882.6875,0
1890882.7500,0
1890882.8125,0
1890882.8750,0
1890882.9375,0
1890883.0000,0
1890883.0625,0
1890883.1250,0
1890883.1875,0
1890883.2500,0
1890883.3125,0
1890883.3750,0
1890883.4375,0
1890883.5000,0
1890883.5625,0
1890883.6250,0
1890883.6875,0
1890883.7500,0
1890883.8125,0
1890883.8750,0
1890883.9375,0
1890884.0000,0
1890884.0625,0
1890884.1250,0
1890884.1875,0
1890884.2500,0
1890884.3125,0
1890884.3750,0
1890884.4375,0
1890884.5000,0
1890884.5625,0
1890884.6250,0
1890884.6875,0
1890884.7500,0
1890884.8125,0
1890884.8750,0
1890884.9375,0
1890885.0000,0
1890885.0625,0
1890885.1250,0
1890885.1875,0
1890885.2500,0
1890885.3125,0
1890885.3750,0
1890885.4375,0
1890885.5000,0
1890885.5625,0
1890885.6250,0
1890885.6875,0
1890885.7500,0
1890885.8125,0
1890885.8750,0
1890885.9375,0
1890886.0000,0
1890886.0625,0
1890886.1250,0
1890886.1875,0
1890886.2500,0
1890886.3125,0
1890886.3750,0
1890886.4375,0
1890886.5000,0
1890886.5625,0
1890886.6250,0
1890886.6875,0
1890886.7500,0
1890886.8125,0
1890886.8750,0
1890886.9375,0
