Temps,Amplitude
209112.0000,0
209112.0625,0
209112.1250,0
209112.1875,0
209112.2500,0
209112.3125,0
209112.3750,0
209112.4375,0
209112.5000,0
209112.5625,0
209112.6250,0
209112.6875,0
209112.7500,0
209112.8125,0
209112.8750,0
209112.9375,0
209113.0000,0
209113.0625,0
209113.1250,0
209113.1875,0
209113.2500,0
209113.3125,0
209113.3750,0
209113.4375,0
209113.5000,0
209113.5625,0
209113.6250,0
209113.6875,0
209113.7500,0
209113.8125,0
209113.8750,0
209113.9375,0
209114.0000,0
209114.0625,0
209114.1250,0
209114.1875,0
209114.2500,0
209114.3125,0
209114.3750,0
209114.4375,0
209114.5000,0
209114.5625,0
209114.6250,0
209114.6875,0
209114.7500,0
209114.8125,0
209114.8750,0
209114.9375,0
209115.0000,0
209115.0625,0
209115.1250,0
209115.1875,0
209115.2500,0
209115.3125,0
209115.3750,0
209115.4375,0
209115.5000,0
209115.5625,0
209115.6250,0
209115.6875,0
209115.7500,0
209115.8125,0
209115.8750,0
209115.9375,0
209116.0000,0
209116.0625,0
209116.1250,0
209116.1875,0
209116.2500,0
209116.3125,0
209116.3750,0
209116.4375,0
209116.5000,0
209116.5625,0
209116.6250,0
209116.6875,0
209116.7500,0
209116.8125,0
209116.8750,0
209116.9375,0
209117.0000,0
209117.0625,0
209117.1250,0
209117.1875,0
209117.2500,0
209117.3125,0
209117.3750,0
209117.4375,0
209117.5000,0
209117.5625,0
209117.6250,0
209117.6875,0
209117.7500,0
209117.8125,0
209117.8750,0
209117.9375,0
209118.0000,0
209118.0625,0
209118.1250,0
209118.1875,0
209118.2500,0
209118.3125,0
209118.3750,0
209118.4375,0
209118.5000,0
209118.5625,0
209118.6250,0
209118.6875,0
209118.7500,0
209118.8125,0
209118.8750,0
209118.9375,0
209119.0000,0
209119.0625,0
209119.1250,0
209119.1875,0
209119.2500,0
209119.3125,0
209119.3750,0
209119.4375,0
209119.5000,0
209119.5625,0
209119.6250,0
209119.6875,0
209119.7500,0
209119.8125,0
209119.8750,0
209119.9375,0
209113.0000,0
209113.0625,0
209113.1250,0
209113.1875,0
209113.2500,0
209113.3125,0
209113.3750,0
209113.4375,0
209113.5000,0
209113.5625,0
209113.6250,0
209113.6875,0
209113.7500,0
209113.8125,0
209113.8750,0
209113.9375,0
209114.0000,0
209114.0625,0
209114.1250,0
209114.1875,0
209114.2500,0
209114.3125,0
209114.3750,0
209114.4375,0
209114.5000,0
209114.5625,0
209114.6250,0
209114.6875,0
209114.7500,0
209114.8125,0
209114.8750,0
209114.9375,0
209115.0000,0
209115.0625,0
209115.1250,0
209115.1875,0
209115.2500,0
209115.3125,0
209115.3750,0
209115.4375,0
209115.5000,0
209115.5625,0
209115.6250,0
209115.6875,0
209115.7500,0
209115.8125,0
209115.8750,0
209115.9375,0
209116.0000,0
209116.0625,0
209116.1250,0
209116.1875,0
209116.2500,0
209116.3125,0
209116.3750,0
209116.4375,0
209116.5000,0
209116.5625,0
209116.6250,0
209116.6875,0
209116.7500,0
209116.8125,0
209116.8750,0
209116.9375,0
209117.0000,0
209117.0625,0
209117.1250,0
209117.1875,0
209117.2500,0
209117.3125,0
209117.3750,0
209117.4375,0
209117.5000,0
209117.5625,0
209117.6250,0
209117.6875,0
