Temps,Amplitude
56842.0000,0
56842.0625,0
56842.1250,0
56842.1875,0
56842.2500,0
56842.3125,0
56842.3750,0
56842.4375,0
56842.5000,0
56842.5625,0
56842.6250,0
56842.6875,0
56842.7500,0
56842.8125,0
56842.8750,0
56842.9375,0
56843.0000,0
56843.0625,0
56843.1250,0
56843.1875,0
56843.2500,0
56843.3125,0
56843.3750,0
56843.4375,0
56843.5000,0
56843.5625,0
56843.6250,0
56843.6875,0
56843.7500,0
56843.8125,0
56843.8750,0
56843.9375,0
56844.0000,0
56844.0625,0
56844.1250,0
56844.1875,0
56844.2500,0
56844.3125,0
56844.3750,0
56844.4375,0
56844.5000,0
56844.5625,0
56844.6250,0
56844.6875,0
56844.7500,0
56844.8125,0
56844.8750,0
56844.9375,0
56845.0000,0
56845.0625,0
56845.1250,0
56845.1875,0
56845.2500,0
56845.3125,0
56845.3750,0
56845.4375,0
56845.5000,0
56845.5625,0
56845.6250,0
56845.6875,0
56845.7500,0
56845.8125,0
56845.8750,0
56845.9375,0
56846.0000,0
56846.0625,0
56846.1250,0
56846.1875,0
56846.2500,0
56846.3125,0
56846.3750,0
56846.4375,0
56846.5000,0
56846.5625,0
56846.6250,0
56846.6875,-1
56846.7500,-1
56846.8125,0
56846.8750,-1
56846.9375,0
56847.0000,-2
56847.0625,0
56847.1250,-3
56847.1875,2
56847.2500,-6
56847.3125,6
56847.3750,-14
56847.4375,20
56847.5000,-124
56847.5625,365
56847.6250,1281
56847.6875,2114
56847.7500,2928
56847.8125,3704
56847.8750,4400
56847.9375,5094
56848.0000,5846
56848.0625,6561
56848.1250,7307
56848.1875,8027
56848.2500,8748
56848.3125,9385
56848.3750,9954
56848.4375,10499
56848.5000,11062
56848.5625,11671
56848.6250,12273
56848.6875,12844
56848.7500,13381
56848.8125,13896
56848.8750,14440
56848.9375,14938
56849.0000,15457
56849.0625,16021
56849.1250,16533
56849.1875,16937
56849.2500,17380
56849.3125,17829
56849.3750,18180
56849.4375,18527
56849.5000,18824
56849.5625,19200
56849.6250,19531
56849.6875,19879
56849.7500,20291
56849.8125,20649
56849.8750,20935
56849.9375,21267
56850.0000,21579
56850.0625,21890
56850.1250,22220
56850.1875,22538
56850.2500,22828
56850.3125,23105
56850.3750,23427
56850.4375,23772
56850.5000,24258
56850.5625,24718
56850.6250,25040
56850.6875,25396
56850.7500,25777
56850.8125,26169
56850.8750,26592
56850.9375,26892
56851.0000,27174
56851.0625,27561
56851.1250,27989
56851.1875,28347
56851.2500,28745
56851.3125,29056
56851.3750,29374
56851.4375,29695
56851.5000,30042
56851.5625,30417
56851.6250,30709
56851.6875,31014
56851.7500,31246
56851.8125,31518
56851.8750,31780
56851.9375,32085
56852.0000,32436
56852.0625,32727
56852.1250,32987
56852.1875,33262
56852.2500,33644
56852.3125,34045
56852.3750,34422
56852.4375,34752
56852.5000,35129
56852.5625,35622
56852.6250,36011
56852.6875,36436
56852.7500,36879
56852.8125,37250
56852.8750,37619
56852.9375,37913
56853.0000,38323
56853.0625,38613
56853.1250,38938
56853.1875,39197
56853.2500,39468
56853.3125,39793
56853.3750,40103
56853.4375,40360
56853.5000,40528
56853.5625,40784
56853.6250,40998
56853.6875,41240
56853.7500,41430
56853.8125,41590
56853.8750,41728
56853.9375,41928
56854.0000,42091
56854.0625,42328
56854.1250,42567
56854.1875,42780
56854.2500,43102
56854.3125,43425
56854.3750,43696
56854.4375,43900
56854.5000,44198
56854.5625,44503
56854.6250,44832
56854.6875,45102
56854.7500,45433
56854.8125,45743
56854.8750,45995
56854.9375,46259
56855.0000,46480
56855.0625,46667
56855.1250,46826
56855.1875,47058
56855.2500,47180
56855.3125,47356
56855.3750,47641
56855.4375,47864
56855.5000,48077
56855.5625,48239
56855.6250,48424
56855.6875,48583
56855.7500,48795
56855.8125,49021
56855.8750,49241
56855.9375,49547
56856.0000,49871
56856.0625,50137
56856.1250,50382
56856.1875,50614
56856.2500,50842
56856.3125,51099
56856.3750,51417
56856.4375,51535
56856.5000,51657
56856.5625,51840
56856.6250,52043
56856.6875,52241
56856.7500,52344
56856.8125,52511
56856.8750,52703
56856.9375,52833
56857.0000,53038
56857.0625,53198
56857.1250,53395
56857.1875,53616
56857.2500,53825
56857.3125,53971
56857.3750,54113
56857.4375,54386
56857.5000,54589
56857.5625,54866
56857.6250,55139
56857.6875,55361
56857.7500,55675
56857.8125,55978
56857.8750,56199
56857.9375,56400
56922.0000,95552
56922.0625,95687
56922.1250,95703
56922.1875,95661
56922.2500,95378
56922.3125,95025
56922.3750,94743
56922.4375,94449
56922.5000,94066
56922.5625,93779
56922.6250,93712
56922.6875,93850
56922.7500,93977
56922.8125,94040
56922.8750,94129
56922.9375,94142
56923.0000,94098
56923.0625,94003
56923.1250,93885
56923.1875,93975
56923.2500,94188
56923.3125,94483
56923.3750,94806
56923.4375,94969
56923.5000,94950
56923.5625,95020
56923.6250,94795
56923.6875,94620
56923.7500,94367
56923.8125,94060
56923.8750,93946
56923.9375,94008
56924.0000,94185
56924.0625,94138
56924.1250,94128
56924.1875,94177
56924.2500,94196
56924.3125,94134
56924.3750,94123
56924.4375,93987
56924.5000,93968
56924.5625,94065
56924.6250,94194
56924.6875,94359
56924.7500,94315
56924.8125,94182
56924.8750,93978
56924.9375,93838
56925.0000,93653
56925.0625,93619
56925.1250,93510
56925.1875,93552
56925.2500,93705
56925.3125,93774
56925.3750,93894
56925.4375,93975
56925.5000,94073
56925.5625,94059
56925.6250,93973
56925.6875,93919
56925.7500,94023
56925.8125,94102
56925.8750,94359
56925.9375,94482
56926.0000,94500
56926.0625,94465
56926.1250,94365
56926.1875,94301
56926.2500,94149
56926.3125,94051
56926.3750,93891
56926.4375,93852
56926.5000,94018
56926.5625,94189
56926.6250,94329
56926.6875,94372
56926.7500,94335
56926.8125,94434
56926.8750,94500
56926.9375,94464
56927.0000,94504
56927.0625,94568
56927.1250,94611
56927.1875,94721
56927.2500,94812
56927.3125,94701
56927.3750,94430
56927.4375,94181
56927.5000,93985
56927.5625,93795
56927.6250,93519
56927.6875,93392
56927.7500,93512
