Temps,Amplitude
385505.0000,0
385505.0625,0
385505.1250,0
385505.1875,0
385505.2500,0
385505.3125,0
385505.3750,0
385505.4375,0
385505.5000,0
385505.5625,0
385505.6250,0
385505.6875,0
385505.7500,0
385505.8125,0
385505.8750,0
385505.9375,0
385506.0000,0
385506.0625,0
385506.1250,0
385506.1875,0
385506.2500,0
385506.3125,0
385506.3750,0
385506.4375,0
385506.5000,0
385506.5625,0
385506.6250,0
385506.6875,0
385506.7500,0
385506.8125,0
385506.8750,0
385506.9375,0
385507.0000,0
385507.0625,0
385507.1250,0
385507.1875,0
385507.2500,0
385507.3125,0
385507.3750,0
385507.4375,0
385507.5000,0
385507.5625,0
385507.6250,0
385507.6875,0
385507.7500,0
385507.8125,0
385507.8750,0
385507.9375,0
385508.0000,0
385508.0625,0
385508.1250,0
385508.1875,0
385508.2500,0
385508.3125,0
385508.3750,0
385508.4375,0
385508.5000,0
385508.5625,0
385508.6250,0
385508.6875,0
385508.7500,0
385508.8125,0
385508.8750,0
385508.9375,0
385509.0000,0
385509.0625,0
385509.1250,0
385509.1875,0
385509.2500,0
385509.3125,0
385509.3750,0
385509.4375,0
385509.5000,0
385509.5625,0
385509.6250,0
385509.6875,0
385509.7500,0
385509.8125,0
385509.8750,0
385509.9375,0
385510.0000,0
385510.0625,0
385510.1250,0
385510.1875,0
385510.2500,0
385510.3125,0
385510.3750,0
385510.4375,0
385510.5000,0
385510.5625,0
385510.6250,0
385510.6875,0
385510.7500,0
385510.8125,0
385510.8750,0
385510.9375,0
385511.0000,0
385511.0625,0
385511.1250,0
385511.1875,0
385511.2500,0
385511.3125,0
385511.3750,0
385511.4375,0
385511.5000,0
385511.5625,0
385511.6250,0
385511.6875,0
385511.7500,0
385511.8125,0
385511.8750,0
385511.9375,0
385512.0000,0
385512.0625,0
385512.1250,0
385512.1875,0
385512.2500,0
385512.3125,0
385512.3750,0
385512.4375,0
385512.5000,0
385512.5625,0
385512.6250,0
385512.6875,0
385512.7500,0
385512.8125,0
385512.8750,0
385512.9375,0
385506.0000,0
385506.0625,0
385506.1250,0
385506.1875,0
385506.2500,0
385506.3125,0
385506.3750,0
385506.4375,0
385506.5000,0
385506.5625,0
385506.6250,0
385506.6875,0
385506.7500,0
385506.8125,0
385506.8750,0
385506.9375,0
385507.0000,0
385507.0625,0
385507.1250,0
385507.1875,0
385507.2500,0
385507.3125,0
385507.3750,0
385507.4375,0
385507.5000,0
385507.5625,0
385507.6250,0
385507.6875,0
385507.7500,0
385507.8125,0
385507.8750,0
385507.9375,0
385508.0000,0
385508.0625,0
385508.1250,0
385508.1875,0
385508.2500,0
385508.3125,0
385508.3750,0
385508.4375,0
385508.5000,0
385508.5625,0
385508.6250,0
385508.6875,0
385508.7500,0
385508.8125,0
385508.8750,0
385508.9375,0
385509.0000,0
385509.0625,0
385509.1250,0
385509.1875,0
385509.2500,0
385509.3125,0
385509.3750,0
385509.4375,0
385509.5000,0
385509.5625,0
385509.6250,0
385509.6875,0
385509.7500,0
385509.8125,0
385509.8750,0
385509.9375,0
385510.0000,0
385510.0625,0
385510.1250,0
385510.1875,0
385510.2500,0
385510.3125,0
385510.3750,0
385510.4375,0
385510.5000,0
385510.5625,0
385510.6250,0
385510.6875,0
385510.7500,0
385510.8125,0
